1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL
9622	PICIFORMES	Capitonidae	Eubucco	Bonaparte	1850		
9623	PICIFORMES	Capitonidae	Eubucco richardsoni	"(Gray, GR)"	1846	Gen. Birds 2: 430 pl. CVI	https://biodiversitylibrary.org/page/43661640
9624	PICIFORMES	Capitonidae	Eubucco richardsoni richardsoni	"(Gray, GR)"	1846	Gen. Birds 2: 430 pl. CVI	https://biodiversitylibrary.org/page/43661640
9625	PICIFORMES	Capitonidae	Eubucco richardsoni aurantiicollis	"Sclater, PL"	1858	Proc. Zool. Soc. London pt 27: 267	https://biodiversitylibrary.org/page/12861337
9626	PICIFORMES	Capitonidae	Eubucco richardsoni nigriceps	Chapman	1928	Am. Mus. Novit. 332: 7	http://hdl.handle.net/2246/3734
9627	PICIFORMES	Capitonidae	Eubucco richardsoni purusianus	Gyldenstolpe	1951	Ark. Zool. (Ser. 2) 1: 114	
9628	PICIFORMES	Capitonidae	Eubucco bourcierii	(Lafresnaye)	1845	Rev. Zool. 8: 179	https://biodiversitylibrary.org/page/2327414
9629	PICIFORMES	Capitonidae	Eubucco bourcierii bourcierii	(Lafresnaye)	1845	Rev. Zool. 8: 179	https://biodiversitylibrary.org/page/2327414
9630	PICIFORMES	Capitonidae	Eubucco bourcierii salvini	(Shelley)	1891	"Cat. Birds Brit. Mus. 19: 108, 119 pl. 5 fig. 4"	https://biodiversitylibrary.org/page/8383793
9631	PICIFORMES	Capitonidae	Eubucco bourcierii aequatorialis	(Salvadori & Festa)	1900	Boll. Mus. Zool. Anat. Comp. Torino 15 (368:) 22	https://biodiversitylibrary.org/page/11818006
9632	PICIFORMES	Capitonidae	Eubucco bourcierii occidentalis	Chapman	1914	Bull. Am. Mus. Nat. Hist. 33: 608	http://hdl.handle.net/2246/1751
9633	PICIFORMES	Capitonidae	Eubucco bourcierii orientalis	Chapman	1914	Bull. Am. Mus. Nat. Hist. 33: 609	http://hdl.handle.net/2246/1751
9634	PICIFORMES	Capitonidae	Eubucco bourcierii anomalus	Griscom	1929	Bull. Mus. Comp. Zool. 69: 163	https://biodiversitylibrary.org/page/2774491
9635	PICIFORMES	Capitonidae	Eubucco tucinkae	(Seilern)	1913	Verh. Orn. Ges. Bayern 11: 276	https://biodiversitylibrary.org/page/8732396
9636	PICIFORMES	Capitonidae	Eubucco versicolor	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 88	https://biodiversitylibrary.org/page/52710041
9637	PICIFORMES	Capitonidae	Eubucco versicolor versicolor	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 88	https://biodiversitylibrary.org/page/52710041
9638	PICIFORMES	Capitonidae	Eubucco versicolor glaucogularis	(Tschudi)	1844	Arch. Naturgesch. 10: 301	https://biodiversitylibrary.org/page/13704204
9639	PICIFORMES	Capitonidae	Eubucco versicolor steerii	"(Sclater, PL & Salvin)"	1878	Proc. Zool. Soc. London (1878): 140 pl. 12	https://biodiversitylibrary.org/page/28511356
9640	PICIFORMES	Semnornithidae	Semnornis	Richmond	1900		
9641	PICIFORMES	Semnornithidae	Semnornis frantzii	"(Sclater, PL)"	1864	Ibis 6: 371 pl. 10	https://biodiversitylibrary.org/page/8109342
9642	PICIFORMES	Semnornithidae	Semnornis ramphastinus	(Jardine)	1855	Edinb. New Philos. J. n.s. 2: 404	https://biodiversitylibrary.org/page/24899255
9643	PICIFORMES	Semnornithidae	Semnornis ramphastinus ramphastinus	(Jardine)	1855	Edinb. New Philos. J. n.s. 2: 404	https://biodiversitylibrary.org/page/24899255
9644	PICIFORMES	Semnornithidae	Semnornis ramphastinus caucae	Gyldenstolpe	1941	Ark. Zool. 33A (6): 15	
9645	PICIFORMES	Ramphastidae	Aulacorhynchus	Gould	1835		
9646	PICIFORMES	Ramphastidae	Aulacorhynchus wagleri	"(Sturm, JHCF & Sturm, JW)"	1841	"Monogr. Ramphastid. Heft 2 pl. 16, text"	https://biodiversitylibrary.org/page/42651784
9647	PICIFORMES	Ramphastidae	Aulacorhynchus prasinus	(Gould)	1833	"Monogr. Ramphastid. pt 1 pl. 29, text"	https://biodiversitylibrary.org/page/42651822
9648	PICIFORMES	Ramphastidae	Aulacorhynchus prasinus prasinus	(Gould)	1833	"Monogr. Ramphastid. pt 1 pl. 29, text"	https://biodiversitylibrary.org/page/42651822
9649	PICIFORMES	Ramphastidae	Aulacorhynchus caeruleogularis	Gould	1853	Zoologist 11: 3861	https://biodiversitylibrary.org/page/39806041
9650	PICIFORMES	Ramphastidae	Aulacorhynchus caeruleogularis caeruleogularis	Gould	1853	Zoologist 11: 3861	https://biodiversitylibrary.org/page/39806041
9651	PICIFORMES	Ramphastidae	Aulacorhynchus prasinus virescens	Ridgway	1912	Proc. Biol. Soc. Wash. 25: 88	https://biodiversitylibrary.org/page/3337651
9652	PICIFORMES	Ramphastidae	Aulacorhynchus caeruleogularis cognatus	Nelson	1912	Smiths. Misc. Coll. 60 (3): 4	https://biodiversitylibrary.org/page/8910358
9653	PICIFORMES	Ramphastidae	Aulacorhynchus prasinus volcanius	Dickey & Van Rossem	1930	"Ibis 70: 50, 53 fig. 1b"	
9654	PICIFORMES	Ramphastidae	Aulacorhynchus prasinus warneri	Winker	2000	Orn. Neotrop. 11: 253	https://sora.unm.edu/sites/default/files/journals/on/v011n03/p0253-p0258.pdf
9655	PICIFORMES	Ramphastidae	Aulacorhynchus albivitta	(Boissonneau)	1840	Rev. Zool. 3: 70	https://biodiversitylibrary.org/page/13714074
9656	PICIFORMES	Ramphastidae	Aulacorhynchus albivitta albivitta	(Boissonneau)	1840	Rev. Zool. 3: 70	https://biodiversitylibrary.org/page/13714074
9657	PICIFORMES	Ramphastidae	Aulacorhynchus albivitta phaeolaemus	Gould	1874	Ann. Mag. Nat. Hist. (Ser. 4) 14: 184	https://biodiversitylibrary.org/page/19210015
9658	PICIFORMES	Ramphastidae	Aulacorhynchus albivitta lautus	Bangs	1898	Proc. Biol. Soc. Wash. 12: 173	https://biodiversitylibrary.org/page/3850049
9659	PICIFORMES	Ramphastidae	Aulacorhynchus albivitta griseigularis	Chapman	1915	Bull. Am. Mus. Nat. Hist. 34: 639	http://hdl.handle.net/2246/1752
9660	PICIFORMES	Ramphastidae	Aulacorhynchus atrogularis	"(Sturm, JHCF & Sturm, JW)"	1841	"Monogr. Ramphastid. Heft 2 pl. 17, text"	https://biodiversitylibrary.org/page/42651791
9661	PICIFORMES	Ramphastidae	Aulacorhynchus atrogularis atrogularis	"(Sturm, JHCF & Sturm, JW)"	1841	"Monogr. Ramphastid. Heft 2 pl. 17, text"	https://biodiversitylibrary.org/page/42651791
9662	PICIFORMES	Ramphastidae	Aulacorhynchus atrogularis cyanolaemus	Gould	1866	Proc. Zool. Soc. London (1866): 24	https://biodiversitylibrary.org/page/28627412
9663	PICIFORMES	Ramphastidae	Aulacorhynchus atrogularis dimidiatus	Ridgway	1886	Auk 3: 333	https://sora.unm.edu/sites/default/files/journals/auk/v003n03/p0333-p0333.pdf
9664	PICIFORMES	Ramphastidae	Aulacorhynchus sulcatus	(Swainson)	1820	Q. J. Sci. Lit. Arts 9: 267	https://biodiversitylibrary.org/page/15054160
9665	PICIFORMES	Ramphastidae	Aulacorhynchus sulcatus sulcatus	(Swainson)	1820	Q. J. Sci. Lit. Arts 9: 267	https://biodiversitylibrary.org/page/15054160
9666	PICIFORMES	Ramphastidae	Aulacorhynchus sulcatus erythrognathus	Gould	1874	Ann. Mag. Nat. Hist. (Ser. 4) 14: 184	https://biodiversitylibrary.org/page/19210015
9667	PICIFORMES	Ramphastidae	Aulacorhynchus sulcatus calorhynchus	Gould	1874	Ann. Mag. Nat. Hist. (Ser. 4) 14: 183	https://biodiversitylibrary.org/page/19210014
9668	PICIFORMES	Ramphastidae	Aulacorhynchus derbianus	Gould	1835	Proc. Zool. Soc. London pt 3: 49	https://biodiversitylibrary.org/page/30568558
9669	PICIFORMES	Ramphastidae	Aulacorhynchus whitelianus	Salvin & Godman	1882	Ibis (Ser. 4) 6: 83	https://biodiversitylibrary.org/page/8609821
9670	PICIFORMES	Ramphastidae	Aulacorhynchus whitelianus whitelianus	Salvin & Godman	1882	Ibis (Ser. 4) 6: 83	https://biodiversitylibrary.org/page/8609821
9671	PICIFORMES	Ramphastidae	Aulacorhynchus whitelianus duidae	Chapman	1929	Am. Mus. Novit. 380: 16	http://hdl.handle.net/2246/3988
9672	PICIFORMES	Ramphastidae	Aulacorhynchus whitelianus osgoodi	Blake	1941	Field Mus. Nat. Hist. Pub. Zool. Ser. 24: 228	https://biodiversitylibrary.org/page/2770973
9673	PICIFORMES	Ramphastidae	Aulacorhynchus haematopygus	(Gould)	1835	Proc. Zool. Soc. London pt 2: 147	https://biodiversitylibrary.org/page/12859743
9674	PICIFORMES	Ramphastidae	Aulacorhynchus haematopygus haematopygus	(Gould)	1835	Proc. Zool. Soc. London pt 2: 147	https://biodiversitylibrary.org/page/12859743
9675	PICIFORMES	Ramphastidae	Aulacorhynchus haematopygus sexnotatus	Gould	1868	Proc. Zool. Soc. London (1868): 219	https://biodiversitylibrary.org/page/28664726
9676	PICIFORMES	Ramphastidae	Aulacorhynchus huallagae	Carriker	1933	Proc. Acad. Nat. Sci. Philadelphia 85: 5	
9677	PICIFORMES	Ramphastidae	Aulacorhynchus coeruleicinctis	d'Orbigny	1840	Voy. Am. merid. 4 livr. 51 pl. 66 fig. 2	
9678	PICIFORMES	Ramphastidae	Pteroglossus	Illiger	1811		
9679	PICIFORMES	Ramphastidae	Pteroglossus viridis	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 150	https://biodiversitylibrary.org/page/445275
9680	PICIFORMES	Ramphastidae	Pteroglossus inscriptus	Swainson	1822	"Zool. Ill. 2: pl. 90, text"	https://biodiversitylibrary.org/page/29188735
9681	PICIFORMES	Ramphastidae	Pteroglossus inscriptus inscriptus	Swainson	1822	"Zool. Ill. 2: pl. 90, text"	https://biodiversitylibrary.org/page/29188735
9682	PICIFORMES	Ramphastidae	Pteroglossus inscriptus humboldti	Wagler	1827	"Syst. Av. Pteroglossus sp. 4, p. 9"	https://biodiversitylibrary.org/page/54130488
9683	PICIFORMES	Ramphastidae	Pteroglossus bitorquatus	Vigors	1826	Zool. Journ. 2: 481 Suppl. pl. 17	https://biodiversitylibrary.org/page/27490823
9684	PICIFORMES	Ramphastidae	Pteroglossus bitorquatus bitorquatus	Vigors	1826	Zool. Journ. 2: 481 Suppl. pl. 17	https://biodiversitylibrary.org/page/27490823
9685	PICIFORMES	Ramphastidae	Pteroglossus bitorquatus sturmii	Natterer	1843	Monogr. Ramphastid. Heft 2: 3 pl. 7	https://biodiversitylibrary.org/page/42651881
9686	PICIFORMES	Ramphastidae	Pteroglossus bitorquatus reichenowi	"Snethlage, E"	1907	Orn. Monatsb. 15: 195	https://biodiversitylibrary.org/page/32589050
9687	PICIFORMES	Ramphastidae	Pteroglossus azara	(Vieillot)	1819	Nouv. Dict. d'Hist. Nat. 34: 282	https://biodiversitylibrary.org/page/19478967
9688	PICIFORMES	Ramphastidae	Pteroglossus azara azara	(Vieillot)	1819	Nouv. Dict. d'Hist. Nat. 34: 282	https://biodiversitylibrary.org/page/19478967
9689	PICIFORMES	Ramphastidae	Pteroglossus azara flavirostris	Fraser	1841	Proc. Zool. Soc. London pt 8: 61	https://biodiversitylibrary.org/page/30571496
9690	PICIFORMES	Ramphastidae	Pteroglossus mariae	Gould	1854	"Monogr. Ramphastid. (Ed. 2) pl. 30, text"	https://biodiversitylibrary.org/page/57675652
9691	PICIFORMES	Ramphastidae	Pteroglossus aracari	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 104	https://biodiversitylibrary.org/page/727009
9692	PICIFORMES	Ramphastidae	Pteroglossus aracari aracari	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 104	https://biodiversitylibrary.org/page/727009
9693	PICIFORMES	Ramphastidae	Pteroglossus aracari atricollis	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 83	https://biodiversitylibrary.org/page/52710036
9694	PICIFORMES	Ramphastidae	Pteroglossus aracari wiedii	"Sturm, JHCF & Sturm, JW"	1847	"Monogr. Ramphastid. [Sturm] Heft 4 pl. 16, text"	https://www.biodiversitylibrary.org/page/57675595
9695	PICIFORMES	Ramphastidae	Pteroglossus castanotis	Gould	1834	Proc. Zool. Soc. London pt 1: 119	https://biodiversitylibrary.org/page/12859558
9696	PICIFORMES	Ramphastidae	Pteroglossus castanotis castanotis	Gould	1834	Proc. Zool. Soc. London pt 1: 119	https://biodiversitylibrary.org/page/12859558
9697	PICIFORMES	Ramphastidae	Pteroglossus castanotis australis	Cassin	1867	Proc. Acad. Nat. Sci. Philadelphia 19: 112	https://biodiversitylibrary.org/page/26288849
9698	PICIFORMES	Ramphastidae	Pteroglossus pluricinctus	Gould	1835	Proc. Zool. Soc. London pt 3: 157	https://biodiversitylibrary.org/page/30568666
9699	PICIFORMES	Ramphastidae	Pteroglossus torquatus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 354	https://biodiversitylibrary.org/page/2896954
9700	PICIFORMES	Ramphastidae	Pteroglossus torquatus torquatus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 354	https://biodiversitylibrary.org/page/2896954
9701	PICIFORMES	Ramphastidae	Pteroglossus torquatus nuchalis	Cabanis	1862	J. für Orn. 10: 332	https://biodiversitylibrary.org/page/32706176
9702	PICIFORMES	Ramphastidae	Pteroglossus torquatus erythrozonus	Ridgway	1912	Proc. Biol. Soc. Wash. 25: 88	https://biodiversitylibrary.org/page/3337651
9703	PICIFORMES	Ramphastidae	Pteroglossus sanguineus	Gould	1854	"Monogr. Ramphastid. (Ed. 2) pl. 21, text fig."	https://biodiversitylibrary.org/page/57675616
9704	PICIFORMES	Ramphastidae	Pteroglossus erythropygius	Gould	1843	Proc. Zool. Soc. London pt 11: 15	https://biodiversitylibrary.org/page/30679993
9705	PICIFORMES	Ramphastidae	Pteroglossus frantzii	Cabanis	1861	Sitz. Ges. Nat. Freunde Berlin [no: ]	
9706	PICIFORMES	Ramphastidae	Pteroglossus beauharnaisii	Wagler	1831	Ausland no. 118 p. 470	
9707	PICIFORMES	Ramphastidae	Pteroglossus bailloni	(Vieillot)	1819	Nouv. Dict. d'Hist. Nat. 34: 283	https://biodiversitylibrary.org/page/19478968
9708	PICIFORMES	Ramphastidae	Selenidera	Gould	1837		
9709	PICIFORMES	Ramphastidae	Selenidera spectabilis	Cassin	1858	Proc. Acad. Nat. Sci. Philadelphia 9: 214	https://biodiversitylibrary.org/page/6330480
9710	PICIFORMES	Ramphastidae	Selenidera piperivora	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 103	https://biodiversitylibrary.org/page/727008
9711	PICIFORMES	Ramphastidae	Selenidera reinwardtii	(Wagler)	1827	"Syst. Av. Pteroglossus sp. 11, p. 11"	https://biodiversitylibrary.org/page/54130490
9712	PICIFORMES	Ramphastidae	Selenidera reinwardtii reinwardtii	(Wagler)	1827	"Syst. Av. Pteroglossus sp. 11, p. 11"	https://biodiversitylibrary.org/page/54130490
9713	PICIFORMES	Ramphastidae	Selenidera reinwardtii langsdorffii	(Wagler)	1827	"Syst. Av. Pteroglossus sp. 12, p. 12"	https://biodiversitylibrary.org/page/54130491
9714	PICIFORMES	Ramphastidae	Selenidera nattereri	(Gould)	1835	Proc. Zool. Soc. London pt 3: 157	https://biodiversitylibrary.org/page/30568666
9715	PICIFORMES	Ramphastidae	Selenidera gouldii	(Natterer)	1837	Proc. Zool. Soc. London pt 5: 44	https://biodiversitylibrary.org/page/30570929
9716	PICIFORMES	Ramphastidae	Selenidera maculirostris	"(Lichtenstein, MHK)"	1823	Verz. Doubl. Zool. Mus. Berlin: 7	https://biodiversitylibrary.org/page/28229311
9717	PICIFORMES	Ramphastidae	Andigena	Gould	1851		
9718	PICIFORMES	Ramphastidae	Andigena hypoglauca	(Gould)	1833	Proc. Zool. Soc. London pt 1: 70	https://biodiversitylibrary.org/page/12859510
9719	PICIFORMES	Ramphastidae	Andigena hypoglauca hypoglauca	(Gould)	1833	Proc. Zool. Soc. London pt 1: 70	https://biodiversitylibrary.org/page/12859510
9720	PICIFORMES	Ramphastidae	Andigena hypoglauca lateralis	Chapman	1923	Am. Mus. Novit. 96: 5	http://hdl.handle.net/2246/4598
9721	PICIFORMES	Ramphastidae	Andigena laminirostris	Gould	1851	Proc. Zool. Soc. London pt 18: 93	https://biodiversitylibrary.org/page/12858791
9722	PICIFORMES	Ramphastidae	Andigena cucullata	(Gould)	1846	Proc. Zool. Soc. London pt 14: 69	https://biodiversitylibrary.org/page/12862719
9723	PICIFORMES	Ramphastidae	Andigena nigrirostris	(Waterhouse)	1839	Proc. Zool. Soc. London pt 7: 111	https://biodiversitylibrary.org/page/30571354
9724	PICIFORMES	Ramphastidae	Andigena nigrirostris nigrirostris	(Waterhouse)	1839	Proc. Zool. Soc. London pt 7: 111	https://biodiversitylibrary.org/page/30571354
9725	PICIFORMES	Ramphastidae	Andigena nigrirostris spilorhynchus	Gould	1858	Proc. Zool. Soc. London pt 26: 149	https://biodiversitylibrary.org/page/32271647
9726	PICIFORMES	Ramphastidae	Andigena nigrirostris occidentalis	Chapman	1915	Bull. Am. Mus. Nat. Hist. 34: 385	http://hdl.handle.net/2246/821
9727	PICIFORMES	Ramphastidae	Ramphastos	Linnaeus	1758		
9728	PICIFORMES	Ramphastidae	Ramphastos dicolorus	Linnaeus	1766	Syst. Nat. (ed. 12) 1: 152	https://biodiversitylibrary.org/page/42946348
9729	PICIFORMES	Ramphastidae	Ramphastos vitellinus	"Lichtenstein, MHK"	1823	Verz. Doubl. Zool. Mus. Berlin: 7	https://biodiversitylibrary.org/page/28229311
9730	PICIFORMES	Ramphastidae	Ramphastos vitellinus vitellinus	"Lichtenstein, MHK"	1823	Verz. Doubl. Zool. Mus. Berlin: 7	https://biodiversitylibrary.org/page/28229311
9731	PICIFORMES	Ramphastidae	Ramphastos vitellinus ariel	Vigors	1826	Zool. Journ. 2: 466	https://biodiversitylibrary.org/page/27490808
9732	PICIFORMES	Ramphastidae	Ramphastos vitellinus culminatus	Gould	1833	Proc. Zool. Soc. London pt 1: 70	https://biodiversitylibrary.org/page/12859510
9733	PICIFORMES	Ramphastidae	Ramphastos citreolaemus	Gould	1844	Proc. Zool. Soc. London pt 11: 147	https://biodiversitylibrary.org/page/30680125
9734	PICIFORMES	Ramphastidae	Ramphastos brevis	Meyer de Schauensee	1945	Proc. Acad. Nat. Sci. Philadelphia 97: 14	https://www.jstor.org/stable/4064377
9735	PICIFORMES	Ramphastidae	Ramphastos sulfuratus	"Lesson, R"	1830	Traite d'Orn. livr. 3: 173	https://biodiversitylibrary.org/page/35997157
9736	PICIFORMES	Ramphastidae	Ramphastos sulfuratus sulfuratus	"Lesson, R"	1830	Traite d'Orn. livr. 3: 173	https://biodiversitylibrary.org/page/35997157
9737	PICIFORMES	Ramphastidae	Ramphastos sulfuratus brevicarinatus	Gould	1854	"Monogr. Ramphastid. (Ed. 2) pl. 3, text"	https://biodiversitylibrary.org/page/57675503
9738	PICIFORMES	Ramphastidae	Ramphastos toco	"Müller, PLS"	1776	Natursyst. Suppl. 9: 82	https://biodiversitylibrary.org/page/52710035
9739	PICIFORMES	Ramphastidae	Ramphastos toco toco	"Müller, PLS"	1776	Natursyst. Suppl. 9: 82	https://biodiversitylibrary.org/page/52710035
9740	PICIFORMES	Ramphastidae	Ramphastos toco albogularis	Cabanis	1862	J. für Orn. 10: 334	https://biodiversitylibrary.org/page/32706178
9741	PICIFORMES	Ramphastidae	Ramphastos tucanus	Linnaeus	1758	Syst. Nat. (ed. 10) 1: 103	https://biodiversitylibrary.org/page/727008
9742	PICIFORMES	Ramphastidae	Ramphastos tucanus tucanus	Linnaeus	1758	Syst. Nat. (ed. 10) 1: 103	https://biodiversitylibrary.org/page/727008
9743	PICIFORMES	Ramphastidae	Ramphastos tucanus cuvieri	Wagler	1827	"Syst. Av. Ramphastos sp. 5, p. 3"	https://biodiversitylibrary.org/page/54130482
9744	PICIFORMES	Ramphastidae	Ramphastos tucanus inca	Gould	1846	Proc. Zool. Soc. London pt 14: 68	https://biodiversitylibrary.org/page/12862718
9745	PICIFORMES	Ramphastidae	Ramphastos ambiguus	Swainson	1823	"Zool. Ill. 3: pl. 168, text"	https://biodiversitylibrary.org/page/29189229
9746	PICIFORMES	Ramphastidae	Ramphastos ambiguus ambiguus	Swainson	1823	"Zool. Ill. 3: pl. 168, text"	https://biodiversitylibrary.org/page/29189229
9747	PICIFORMES	Ramphastidae	Ramphastos ambiguus swainsonii	Gould	1833	Proc. Zool. Soc. London pt 1: 69	https://biodiversitylibrary.org/page/12859509
9748	PICIFORMES	Ramphastidae	Ramphastos ambiguus abbreviatus	Cabanis	1862	J. für Orn. 10: 334	https://biodiversitylibrary.org/page/32706178
9749	PICIFORMES	Megalaimidae	Psilopogon	"Müller, S"	1836		
9750	PICIFORMES	Megalaimidae	Psilopogon pyrolophus	"Müller, S"	1836	Tijdschr. Nat. Gesch. Phys. 2: 339 pl. VIII fig. 3	
9751	PICIFORMES	Megalaimidae	Psilopogon virens	(Boddaert)	1783	Table Planches Enlum.: 53	https://biodiversitylibrary.org/page/27822673
9752	PICIFORMES	Megalaimidae	Psilopogon virens virens	(Boddaert)	1783	Table Planches Enlum.: 53	https://biodiversitylibrary.org/page/27822673
9753	PICIFORMES	Megalaimidae	Psilopogon virens marshallorum	(Swinhoe)	1870	Ann. Mag. Nat. Hist. (Ser. 4) 6: 348	https://biodiversitylibrary.org/page/29404869
9754	PICIFORMES	Megalaimidae	Psilopogon virens magnificus	"(Baker, ECS)"	1926	Bull. B.O.C. 47: 43	https://biodiversitylibrary.org/page/40499052
9755	PICIFORMES	Megalaimidae	Psilopogon virens clamator	(Mayr)	1941	Ibis 81: 489	
9756	PICIFORMES	Megalaimidae	Psilopogon virens mayri	(Ripley)	1948	Proc. Biol. Soc. Wash. 61: 100	https://biodiversitylibrary.org/page/34498546
9757	PICIFORMES	Megalaimidae	Psilopogon virens indochinensis	(Rand)	1953	Fieldiana Zool. 34: 211	https://biodiversitylibrary.org/page/2747826
9758	PICIFORMES	Megalaimidae	Psilopogon lagrandieri	"(Verreaux, J)"	1868	Nouv. Arch. Mus. d'Hist. Nat. Bull. 4 fasc. 2: 87 pl. 4	https://biodiversitylibrary.org/page/13958825
9759	PICIFORMES	Megalaimidae	Psilopogon lagrandieri lagrandieri	"(Verreaux, J)"	1868	Nouv. Arch. Mus. d'Hist. Nat. Bull. 4 fasc. 2: 87 pl. 4	https://biodiversitylibrary.org/page/13958825
9760	PICIFORMES	Megalaimidae	Psilopogon lagrandieri rothschildi	(Delacour)	1927	Bull. B.O.C. 47: 153	https://biodiversitylibrary.org/page/40499168
9761	PICIFORMES	Megalaimidae	Psilopogon zeylanicus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 408	https://biodiversitylibrary.org/page/2897008
9762	PICIFORMES	Megalaimidae	Psilopogon zeylanicus zeylanicus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 408	https://biodiversitylibrary.org/page/2897008
9763	PICIFORMES	Megalaimidae	Psilopogon zeylanicus caniceps	(Franklin)	1831	Proc. Comm. Zool. Soc. London pt 1: 121	https://biodiversitylibrary.org/page/12861529
9764	PICIFORMES	Megalaimidae	Psilopogon zeylanicus inornatus	(Walden)	1870	Ann. Mag. Nat. Hist. (Ser. 4) 5: 219	https://biodiversitylibrary.org/page/16355422
9765	PICIFORMES	Megalaimidae	Psilopogon lineatus	(Vieillot)	1816	Nouv. Dict. d'Hist. Nat. 4: 500	https://biodiversitylibrary.org/page/21107712
9766	PICIFORMES	Megalaimidae	Psilopogon lineatus lineatus	(Vieillot)	1816	Nouv. Dict. d'Hist. Nat. 4: 500	https://biodiversitylibrary.org/page/21107712
9767	PICIFORMES	Megalaimidae	Psilopogon lineatus hodgsoni	(Bonaparte)	1850	Consp. Gen. Av. 1: 144	https://biodiversitylibrary.org/page/43560221
9768	PICIFORMES	Megalaimidae	Psilopogon viridis	(Boddaert)	1783	Table Planches Enlum.: 53	https://biodiversitylibrary.org/page/27822673
9769	PICIFORMES	Megalaimidae	Psilopogon faiostrictus	(Temminck)	1832	Pl. Col. livr. 89 pl. 527	
9770	PICIFORMES	Megalaimidae	Psilopogon faiostrictus faiostrictus	(Temminck)	1832	Pl. Col. livr. 89 pl. 527	
9771	PICIFORMES	Megalaimidae	Psilopogon faiostrictus praetermissus	(Kloss)	1918	Ibis (Ser. 10) 6: 101	https://biodiversitylibrary.org/page/16281899
9772	PICIFORMES	Megalaimidae	Psilopogon corvinus	(Temminck)	1831	Pl. Col. livr. 88 pl. 522	
9773	PICIFORMES	Megalaimidae	Psilopogon chrysopogon	(Temminck)	1824	Pl. Col. livr. 48 pl. 285	
9774	PICIFORMES	Megalaimidae	Psilopogon chrysopogon chrysopogon	(Temminck)	1824	Pl. Col. livr. 48 pl. 285	
9775	PICIFORMES	Megalaimidae	Psilopogon chrysopogon chrysopsis	(Goffin)	1863	Mus. Hist. Pays-Bas Rev. Meth. Crit. Coll. livr. 2 no. 15 Buccones: 15	
