1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL
10335	PICIFORMES	Picidae	Dendropicos fuscescens hemprichii	(Ehrenberg)	1833	Symb. Phys. Aves sig. r note	
10336	PICIFORMES	Picidae	Dendropicos fuscescens lafresnayi	Malherbe	1849	Rev. Mag. Zool. (Ser. 2) 1: 533	https://biodiversitylibrary.org/page/2343767
10337	PICIFORMES	Picidae	Dendropicos fuscescens hartlaubii	Malherbe	1849	Rev. Mag. Zool. (Ser. 2) 1: 532	https://biodiversitylibrary.org/page/2343768
10338	PICIFORMES	Picidae	Dendropicos fuscescens lepidus	(Cabanis & Heine)	1863	Mus. Hein. 4 (2): 118	https://biodiversitylibrary.org/page/49528232
10339	PICIFORMES	Picidae	Dendropicos fuscescens sharpii	Oustalet	1879	Nouv. Arch. Mus. d'Hist. Nat. (Ser. 2) 2: 62	https://biodiversitylibrary.org/page/36847639
10340	PICIFORMES	Picidae	Dendropicos fuscescens massaicus	Neumann	1900	J. für Orn. (Ser. 5) 48: 206	https://biodiversitylibrary.org/page/46043358
10341	PICIFORMES	Picidae	Dendropicos fuscescens loandae	"Grant, CHB"	1915	Bull. B.O.C. 35: 101	https://biodiversitylibrary.org/page/32439549
10342	PICIFORMES	Picidae	Dendropicos fuscescens intermedius	Roberts	1924	Ann. Transvaal Mus. 10: 83	
10343	PICIFORMES	Picidae	Dendropicos gabonensis	"(Verreaux, J & Verreaux, É)"	1851	Rev. Mag. Zool. (Ser. 2) 3: 513	https://biodiversitylibrary.org/page/2321482
10344	PICIFORMES	Picidae	Dendropicos gabonensis gabonensis	"(Verreaux, J & Verreaux, É)"	1851	Rev. Mag. Zool. (Ser. 2) 3: 513	https://biodiversitylibrary.org/page/2321482
10345	PICIFORMES	Picidae	Dendropicos gabonensis reichenowi	Sjöstedt	1893	Orn. Monatsb. 1: 138	https://biodiversitylibrary.org/page/32582405
10346	PICIFORMES	Picidae	Dendropicos lugubris	Hartlaub	1857	Syst. Orn. Westafr.: 178	https://biodiversitylibrary.org/page/48049001
10347	PICIFORMES	Picidae	Dendropicos stierlingi	Reichenow	1901	Orn. Monatsb. 9: 166	https://biodiversitylibrary.org/page/32693094
10348	PICIFORMES	Picidae	Dendropicos elliotii	(Cassin)	1863	Proc. Acad. Nat. Sci. Philadelphia 15: 197	https://biodiversitylibrary.org/page/1958461
10349	PICIFORMES	Picidae	Dendropicos elliotii elliotii	(Cassin)	1863	Proc. Acad. Nat. Sci. Philadelphia 15: 197	https://biodiversitylibrary.org/page/1958461
10350	PICIFORMES	Picidae	Dendropicos elliotii johnstoni	(Shelley)	1887	Proc. Zool. Soc. London (1887): 122	https://biodiversitylibrary.org/page/28699999
10351	PICIFORMES	Picidae	Dendropicos goertae	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 91	https://biodiversitylibrary.org/page/52710044
10352	PICIFORMES	Picidae	Dendropicos goertae goertae	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 91	https://biodiversitylibrary.org/page/52710044
10353	PICIFORMES	Picidae	Dendropicos goertae abessinicus	(Reichenow)	1900	Orn. Monatsb. 8: 58	https://biodiversitylibrary.org/page/32584045
10354	PICIFORMES	Picidae	Dendropicos goertae centralis	(Reichenow)	1900	J. für Orn. (Ser. 5) 48: 206	https://biodiversitylibrary.org/page/46043358
10355	PICIFORMES	Picidae	Dendropicos goertae koenigi	(Neumann)	1903	Orn. Monatsb. 11: 181	https://biodiversitylibrary.org/page/32586558
10356	PICIFORMES	Picidae	Dendropicos goertae meridionalis	Louette & Prigogine	1982	Rev. Zool. Afr. 96: 473	
10357	PICIFORMES	Picidae	Dendropicos spodocephalus	(Bonaparte)	1850	Consp. Gen. Av. 1: 125	https://biodiversitylibrary.org/page/43560192
10358	PICIFORMES	Picidae	Dendropicos spodocephalus spodocephalus	(Bonaparte)	1850	Consp. Gen. Av. 1: 125	https://biodiversitylibrary.org/page/43560192
10359	PICIFORMES	Picidae	Dendropicos spodocephalus rhodeogaster	"(Fischer, GA & Reichenow)"	1884	J. für Orn. (Ser. 4) 32: 180	https://biodiversitylibrary.org/page/32700110
10360	PICIFORMES	Picidae	Dendropicos griseocephalus	(Boddaert)	1783	Table Planches Enlum.: 49	https://biodiversitylibrary.org/page/27822669
10361	PICIFORMES	Picidae	Dendropicos griseocephalus griseocephalus	(Boddaert)	1783	Table Planches Enlum.: 49	https://biodiversitylibrary.org/page/27822669
10362	PICIFORMES	Picidae	Dendropicos griseocephalus ruwenzori	(Sharpe)	1902	Bull. B.O.C. 13: 8	https://biodiversitylibrary.org/page/37116690
10363	PICIFORMES	Picidae	Dendropicos griseocephalus kilimensis	(Neumann)	1926	Orn. Monatsb. 34: 80	
10364	PICIFORMES	Picidae	Dendropicos obsoletus	(Wagler)	1829	Isis 22 col. 510	https://biodiversitylibrary.org/page/27011819
10365	PICIFORMES	Picidae	Dendropicos obsoletus obsoletus	(Wagler)	1829	Isis 22 col. 510	https://biodiversitylibrary.org/page/27011819
10366	PICIFORMES	Picidae	Dendropicos obsoletus ingens	"(Hartert, E)"	1900	Novit. Zool. 7: 33	https://biodiversitylibrary.org/page/3267218
10367	PICIFORMES	Picidae	Dendropicos obsoletus heuglini	(Neumann)	1904	J. für Orn. 52: 402	https://biodiversitylibrary.org/page/32658746
10368	PICIFORMES	Picidae	Dendropicos obsoletus crateri	"(Sclater, WL & Moreau)"	1935	Bull. B.O.C. 56: 15	https://biodiversitylibrary.org/page/40497692
10369	PICIFORMES	Picidae	Dryobates	"Boie, F"	1826		
10370	PICIFORMES	Picidae	Dryobates nuttallii	(Gambel)	1843	Proc. Acad. Nat. Sci. Philadelphia 1: 259	https://biodiversitylibrary.org/page/1779359
10371	PICIFORMES	Picidae	Dryobates scalaris	(Wagler)	1829	Isis 22 col. 511	https://biodiversitylibrary.org/page/27011820
10372	PICIFORMES	Picidae	Dryobates scalaris scalaris	(Wagler)	1829	Isis 22 col. 511	https://biodiversitylibrary.org/page/27011820
10373	PICIFORMES	Picidae	Dryobates scalaris parvus	"(Cabot, S)"	1844	Proc. Boston Soc. Nat. Hist. 1: 164	https://biodiversitylibrary.org/page/9490592
10374	PICIFORMES	Picidae	Dryobates scalaris lucasanus	(Xántus)	1860	Proc. Acad. Nat. Sci. Philadelphia 11 [1859]: 298	https://biodiversitylibrary.org/page/1653258
10375	PICIFORMES	Picidae	Dryobates scalaris graysoni	"(Baird, SF)"	1874	"Hist. N. Am. Birds 2: 501, 517"	https://biodiversitylibrary.org/page/7282213
10376	PICIFORMES	Picidae	Dryobates scalaris sinaloensis	Ridgway	1887	Man. N. Am. Birds: 285	https://biodiversitylibrary.org/page/33170981
10377	PICIFORMES	Picidae	Dryobates scalaris cactophilus	Oberholser	1911	"Proc. U.S. Natl. Mus. 41: 140, 152"	https://biodiversitylibrary.org/page/29865766
10378	PICIFORMES	Picidae	Dryobates scalaris eremicus	Oberholser	1911	"Proc. U.S. Natl. Mus. 41: 141, 151"	https://biodiversitylibrary.org/page/29865767
10379	PICIFORMES	Picidae	Dryobates scalaris leucoptilurus	Oberholser	1911	"Proc. U.S. Natl. Mus. 41: 141, 146"	https://biodiversitylibrary.org/page/29865767
10380	PICIFORMES	Picidae	Dryobates scalaris soulei	(Banks)	1963	Occ. Pap. Cal. Acad. Sci. 37: 2	https://biodiversitylibrary.org/page/3158668
10381	PICIFORMES	Picidae	Dryobates pubescens	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 175	https://biodiversitylibrary.org/page/42946371
10382	PICIFORMES	Picidae	Dryobates pubescens pubescens	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 175	https://biodiversitylibrary.org/page/42946371
10383	PICIFORMES	Picidae	Dryobates pubescens medianus	(Swainson)	1832	Fauna Bor. Am. 2: 308	https://biodiversitylibrary.org/page/27217494
10384	PICIFORMES	Picidae	Dryobates pubescens gairdnerii	(Audubon)	1839	Orn. Biogr. 5: 317	https://biodiversitylibrary.org/page/33240315
10385	PICIFORMES	Picidae	Dryobates pubescens leucurus	(Hartlaub)	1852	Naumannia 2 Heft 2: 55	https://biodiversitylibrary.org/page/2390537
10386	PICIFORMES	Picidae	Dryobates pubescens turati	(Malherbe)	1860	"Monogr. Picidees 1: 125; 3 pl. 26 fig. 5, 6, 7"	https://biodiversitylibrary.org/page/48842308
10387	PICIFORMES	Picidae	Dryobates pubescens fumidus	Maynard	1889	Ornithologist Oologist 14: 58	https://biodiversitylibrary.org/page/8756788
10388	PICIFORMES	Picidae	Dryobates pubescens glacialis	Grinnell	1910	Univ. Calif. Pub. Zool. 5: 390 fig. 7	https://biodiversitylibrary.org/page/29393718
10389	PICIFORMES	Picidae	Dryobates cathpharius	(Blyth)	1843	J. Asiat. Soc. Bengal 12 (2): 1006	https://biodiversitylibrary.org/page/40060995
10390	PICIFORMES	Picidae	Dryobates cathpharius cathpharius	(Blyth)	1843	J. Asiat. Soc. Bengal 12 (2): 1006	https://biodiversitylibrary.org/page/40060995
10391	PICIFORMES	Picidae	Dryobates cathpharius pernyii	"(Verreaux, J)"	1867	Rev. Mag. Zool. (Ser. 2) 19: 271 pl. 16	https://biodiversitylibrary.org/page/2704451
10392	PICIFORMES	Picidae	Dryobates cathpharius pyrrhothorax	(Hume)	1881	Stray Feathers 10: 150	https://biodiversitylibrary.org/page/30124514
10393	PICIFORMES	Picidae	Dryobates cathpharius tenebrosus	Rothschild	1926	Novit. Zool. 33: 240	https://biodiversitylibrary.org/page/3249823
10394	PICIFORMES	Picidae	Dryobates cathpharius innixus	"Bangs & Peters, JL"	1928	Bull. Mus. Comp. Zool. 68: 334	https://biodiversitylibrary.org/page/2797934
10395	PICIFORMES	Picidae	Dryobates cathpharius ludlowi	(Vaurie)	1959	Am. Mus. Novit. 1946: 23	http://hdl.handle.net/2246/3644
10396	PICIFORMES	Picidae	Dryobates minor	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 114	https://biodiversitylibrary.org/page/727019
10397	PICIFORMES	Picidae	Dryobates minor minor	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 114	https://biodiversitylibrary.org/page/727019
10398	PICIFORMES	Picidae	Dryobates minor hortorum	"(Brehm, CL)"	1831	Handb. Naturgesch. Vog. Deutschl.: 192	
10399	PICIFORMES	Picidae	Dryobates minor ledouci	(Malherbe)	1855	Bull. Soc. d'Hist. Nat. Moselle cahier 7: 27	https://biodiversitylibrary.org/page/33816900
10400	PICIFORMES	Picidae	Dryobates minor kamtschatkensis	(Malherbe)	1860	Monogr. Picidees 1: 115; 3 pl. 26 fig. 1 i	https://biodiversitylibrary.org/page/48842298
10401	PICIFORMES	Picidae	Dryobates minor danfordi	(Hargitt)	1883	Ibis (Ser. 5) 1: 172	https://biodiversitylibrary.org/page/16242971
10402	PICIFORMES	Picidae	Dryobates minor immaculatus	(Stejneger)	1884	Proc. Biol. Soc. Wash. 2: 98	https://biodiversitylibrary.org/page/3736808
10403	PICIFORMES	Picidae	Dryobates minor quadrifasciatus	(Radde)	1884	Orn. Caucasica: 315 pl. 19 fig. 5	https://biodiversitylibrary.org/page/40367422
10404	PICIFORMES	Picidae	Dryobates minor morgani	(Zarudny & Loudon)	1904	Orn. Jahrb. 15: 227	https://biodiversitylibrary.org/page/49841289
10405	PICIFORMES	Picidae	Dryobates minor comminutus	"(Hartert, E)"	1907	Brit. Birds 1: 221	https://biodiversitylibrary.org/page/9414925
10406	PICIFORMES	Picidae	Dryobates minor amurensis	(Buturlin)	1908	Annuaire Mus. Zool. Acad. Imp. Sci. St. Petersb. 13: 243	https://biodiversitylibrary.org/page/9482361
10407	PICIFORMES	Picidae	Dryobates minor colchicus	(Buturlin)	1908	Annuaire Mus. Zool. Acad. Imp. Sci. St. Petersb. 13: 249	https://biodiversitylibrary.org/page/9482367
10408	PICIFORMES	Picidae	Dryobates minor buturlini	"Hartert, E"	1912	Vog. palaark. Fauna 2: 921	https://biodiversitylibrary.org/page/14031454
10409	PICIFORMES	Picidae	Dryobates minor hyrcanus	(Zarudny & Bilkevitch)	1913	Mess. Orn. 4: 21	https://biodiversitylibrary.org/page/33341176
10410	PICIFORMES	Picidae	Veniliornis	Bonaparte	1854		
10411	PICIFORMES	Picidae	Veniliornis passerinus	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 174	https://biodiversitylibrary.org/page/42946370
10412	PICIFORMES	Picidae	Veniliornis passerinus passerinus	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 174	https://biodiversitylibrary.org/page/42946370
10413	PICIFORMES	Picidae	Veniliornis passerinus olivinus	(Natterer & Malherbe)	1845	Mem. Soc. R. Sci. Liege 2: 67	https://biodiversitylibrary.org/page/16249632
10414	PICIFORMES	Picidae	Veniliornis passerinus taenionotus	(Reichenbach)	1854	"Handb. spec. Orn. cont. xii: 354 pl. DCLXXV fig. 4164, 4165"	
10415	PICIFORMES	Picidae	Veniliornis passerinus agilis	(Cabanis & Heine)	1863	Mus. Hein. 4 (2): 147	https://biodiversitylibrary.org/page/49528261
10416	PICIFORMES	Picidae	Veniliornis passerinus fidelis	(Hargitt)	1889	Ibis (Ser. 6) 1: 59	https://biodiversitylibrary.org/page/16280439
10417	PICIFORMES	Picidae	Veniliornis passerinus tapajozensis	Gyldenstolpe	1941	Ark. Zool. 33B (12): 7	
10418	PICIFORMES	Picidae	Veniliornis passerinus modestus	"Zimmer, JT"	1942	Am. Mus. Novit. 1159: 3	http://hdl.handle.net/2246/4680
10419	PICIFORMES	Picidae	Veniliornis passerinus diversus	"Zimmer, JT"	1942	Am. Mus. Novit. 1159: 3	http://hdl.handle.net/2246/4680
10420	PICIFORMES	Picidae	Veniliornis passerinus insignis	"Zimmer, JT"	1942	Am. Mus. Novit. 1159: 2	http://hdl.handle.net/2246/4680
10421	PICIFORMES	Picidae	Veniliornis frontalis	(Cabanis)	1883	J. für Orn. (Ser. 4) 31: 110	https://biodiversitylibrary.org/page/32698964
10422	PICIFORMES	Picidae	Veniliornis spilogaster	(Wagler)	1827	"Syst. Av. Picus sp. 59, p. 33"	https://biodiversitylibrary.org/page/54130550
10423	PICIFORMES	Picidae	Veniliornis mixtus	(Boddaert)	1783	Table Planches Enlum.: 47	https://biodiversitylibrary.org/page/27822667
10424	PICIFORMES	Picidae	Veniliornis mixtus mixtus	(Boddaert)	1783	Table Planches Enlum.: 47	https://biodiversitylibrary.org/page/27822667
10425	PICIFORMES	Picidae	Veniliornis mixtus cancellatus	(Wagler)	1829	Isis 22 col. 510	https://biodiversitylibrary.org/page/27011819
10426	PICIFORMES	Picidae	Veniliornis mixtus berlepschi	(Hellmayr)	1915	Verh. Orn. Ges. Bayern 12: 212	https://biodiversitylibrary.org/page/32643155
10427	PICIFORMES	Picidae	Veniliornis mixtus malleator	(Wetmore)	1922	J. Wash. Acad. Sci. 12: 326	https://biodiversitylibrary.org/page/5440230
10428	PICIFORMES	Picidae	Veniliornis lignarius	(Molina)	1782	"Saggio sulla Storia Nat. del Chile: 236, 343"	https://bibdigital.rjb.csic.es/viewer/9635/?offset=#page=237&viewer=picture&o=bookmark&n=0&q=
10429	PICIFORMES	Picidae	Veniliornis callonotus	(Waterhouse)	1841	Proc. Zool. Soc. London pt 8: 182	https://biodiversitylibrary.org/page/30571621
10430	PICIFORMES	Picidae	Veniliornis callonotus callonotus	(Waterhouse)	1841	Proc. Zool. Soc. London pt 8: 182	https://biodiversitylibrary.org/page/30571621
10431	PICIFORMES	Picidae	Veniliornis callonotus major	(Berlepsch & Taczanowski)	1884	Proc. Zool. Soc. London (1883): 571	https://biodiversitylibrary.org/page/30828249
10432	PICIFORMES	Picidae	Veniliornis dignus	"(Sclater, PL & Salvin)"	1877	Proc. Zool. Soc. London (1877): 20 pl. 1	https://biodiversitylibrary.org/page/28510556
10433	PICIFORMES	Picidae	Veniliornis dignus dignus	"(Sclater, PL & Salvin)"	1877	Proc. Zool. Soc. London (1877): 20 pl. 1	https://biodiversitylibrary.org/page/28510556
10434	PICIFORMES	Picidae	Veniliornis dignus valdizani	(Berlepsch & Stolzmann)	1894	Ibis (Ser. 6) 6: 401	https://biodiversitylibrary.org/page/16283081
10435	PICIFORMES	Picidae	Veniliornis dignus baezae	Chapman	1923	Am. Mus. Novit. 96: 8	http://hdl.handle.net/2246/4598
10436	PICIFORMES	Picidae	Veniliornis nigriceps	(d'Orbigny)	1840	Voy. Am. merid. 4 livr. 51 pl. 65 fig. 2 livr. 89: 380	
10437	PICIFORMES	Picidae	Veniliornis nigriceps nigriceps	(d'Orbigny)	1840	Voy. Am. merid. 4 livr. 51 pl. 65 fig. 2 livr. 89: 380	
10438	PICIFORMES	Picidae	Veniliornis nigriceps pectoralis	(Berlepsch & Stolzmann)	1902	Proc. Zool. Soc. London (1902) 2: 33	https://biodiversitylibrary.org/page/31543050
10439	PICIFORMES	Picidae	Veniliornis nigriceps equifasciatus	Chapman	1912	Bull. Am. Mus. Nat. Hist. 31: 144	http://hdl.handle.net/2246/1749
10440	PICIFORMES	Picidae	Veniliornis sanguineus	"(Lichtenstein, AAH)"	1793	Cat. Rer. nat. rar.: 17 no. 184	https://biodiversitylibrary.org/page/13555728
10441	PICIFORMES	Picidae	Veniliornis kirkii	(Malherbe)	1845	Rev. Zool. 8: 400	https://biodiversitylibrary.org/page/2327624
10442	PICIFORMES	Picidae	Veniliornis kirkii kirkii	(Malherbe)	1845	Rev. Zool. 8: 400	https://biodiversitylibrary.org/page/2327624
10443	PICIFORMES	Picidae	Veniliornis kirkii cecilii	(Malherbe)	1849	Rev. Mag. Zool. (Ser. 2) 1: 538	https://biodiversitylibrary.org/page/2343762
10444	PICIFORMES	Picidae	Veniliornis kirkii neglectus	Bangs	1901	Proc. New Engl. Zool. Cl. 2: 99	https://biodiversitylibrary.org/page/12603628
10445	PICIFORMES	Picidae	Veniliornis kirkii continentalis	Hellmayr	1906	Novit. Zool. 13: 39	https://biodiversitylibrary.org/page/2971572
10446	PICIFORMES	Picidae	Veniliornis kirkii monticola	Hellmayr	1918	Verh. Orn. Ges. Bayern 13: 315	https://biodiversitylibrary.org/page/8754275
10447	PICIFORMES	Picidae	Veniliornis affinis	(Swainson)	1821	"Zool. Ill. 2: pl. 78, text"	https://biodiversitylibrary.org/page/29188663
10448	PICIFORMES	Picidae	Veniliornis affinis affinis	(Swainson)	1821	"Zool. Ill. 2: pl. 78, text"	https://biodiversitylibrary.org/page/29188663
10449	PICIFORMES	Picidae	Veniliornis affinis ruficeps	(Spix)	1824	"Av. Sp. Nov. Brasil. 1: 63 pl. 56 fig. 2, 3"	https://biodiversitylibrary.org/page/41277698
10450	PICIFORMES	Picidae	Veniliornis affinis hilaris	(Cabanis & Heine)	1863	Mus. Hein. 4 (2): 154	https://biodiversitylibrary.org/page/49528268
10451	PICIFORMES	Picidae	Veniliornis affinis orenocensis	"Berlepsch & Hartert, E"	1902	Novit. Zool. 9: 93	https://biodiversitylibrary.org/page/3268731
10452	PICIFORMES	Picidae	Veniliornis chocoensis	Todd	1919	Proc. Biol. Soc. Wash. 32: 116	https://biodiversitylibrary.org/page/3335272
10453	PICIFORMES	Picidae	Veniliornis cassini	(Malherbe)	1862	"Monogr. Picidees 2: 55; 3 pl. 58 fig. 2, 3, 4"	https://biodiversitylibrary.org/page/40242032
10454	PICIFORMES	Picidae	Veniliornis maculifrons	(Spix)	1824	Av. Sp. Nov. Brasil. 1: 62 pl. 56 fig. 1	https://biodiversitylibrary.org/page/41277697
10455	PICIFORMES	Picidae	Leuconotopicus	Malherbe	1845		
10456	PICIFORMES	Picidae	Leuconotopicus borealis	(Vieillot)	1809	Hist. Nat. Ois. Am. Sept. 2 [1807] livr. 21: 66 pl. 122	
10457	PICIFORMES	Picidae	Leuconotopicus fumigatus	(d'Orbigny)	1840	Voy. Am. merid. 4 livr. 51 pl. 65 fig. 1 livr. 89: 380	
10458	PICIFORMES	Picidae	Leuconotopicus fumigatus fumigatus	(d'Orbigny)	1840	Voy. Am. merid. 4 livr. 51 pl. 65 fig. 1 livr. 89: 380	
10459	PICIFORMES	Picidae	Leuconotopicus fumigatus oleagineus	(Reichenbach)	1854	"Handb. spec. Orn. cont. xii: 356 pl. DCLXXV fig. 4467, 4468"	
10460	PICIFORMES	Picidae	Leuconotopicus fumigatus sanguinolentus	"(Sclater, PL)"	1859	"Proc. Zool. Soc. London, pt 27: 60 pl. 151"	https://biodiversitylibrary.org/page/32274466
10461	PICIFORMES	Picidae	Leuconotopicus fumigatus reichenbachi	(Cabanis & Heine)	1863	Mus. Hein. 4 (2): 141	https://biodiversitylibrary.org/page/49528255
10462	PICIFORMES	Picidae	Leuconotopicus fumigatus obscuratus	(Chapman)	1927	Am. Mus. Novit. 250: 1	http://hdl.handle.net/2246/4109
10463	PICIFORMES	Picidae	Leuconotopicus arizonae	(Hargitt)	1886	Ibis (Ser. 5) 4: 115	https://biodiversitylibrary.org/page/8566431
10464	PICIFORMES	Picidae	Leuconotopicus arizonae arizonae	(Hargitt)	1886	Ibis (Ser. 5) 4: 115	https://biodiversitylibrary.org/page/8566431
10465	PICIFORMES	Picidae	Leuconotopicus arizonae fraterculus	(Ridgway)	1887	Man. N. Am. Birds: 286	https://biodiversitylibrary.org/page/33170982
10466	PICIFORMES	Picidae	Leuconotopicus stricklandi	(Malherbe)	1845	Rev. Zool. 8: 373	https://biodiversitylibrary.org/page/2327597
10467	PICIFORMES	Picidae	Leuconotopicus villosus	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 175	https://biodiversitylibrary.org/page/42946371
10468	PICIFORMES	Picidae	Leuconotopicus villosus villosus	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 175	https://biodiversitylibrary.org/page/42946371
10469	PICIFORMES	Picidae	Leuconotopicus villosus audubonii	(Swainson)	1832	Fauna Bor. Am. 2: 306	https://biodiversitylibrary.org/page/27217492
10470	PICIFORMES	Picidae	Leuconotopicus villosus harrisi	(Audubon)	1838	"Birds Am. 4 pl. 417 fig. 8, 9"	
10471	PICIFORMES	Picidae	Leuconotopicus villosus septentrionalis	(Nuttall)	1840	Man. Orn. U.S. Can. (Ed. 2) 1: 684	
10472	PICIFORMES	Picidae	Leuconotopicus villosus jardinii	Malherbe	1845	Rev. Zool. 8: 374	https://biodiversitylibrary.org/page/2327598
10473	PICIFORMES	Picidae	Leuconotopicus villosus hyloscopus	(Cabanis & Heine)	1863	"Mus. Hein. 4 (2): 69, note"	https://biodiversitylibrary.org/page/49528129
10474	PICIFORMES	Picidae	Leuconotopicus villosus maynardi	(Ridgway)	1887	Man. N. Am. Birds: 282	https://biodiversitylibrary.org/page/33170978
10475	PICIFORMES	Picidae	Leuconotopicus villosus sanctorum	(Nelson)	1897	Auk 14: 50	https://sora.unm.edu/sites/default/files/journals/auk/v014n01/p0042-p0076.pdf
10476	PICIFORMES	Picidae	Leuconotopicus villosus monticola	(Anthony)	1898	Auk 15: 54	https://sora.unm.edu/sites/default/files/journals/auk/v015n01/p0054-p0054.pdf
10477	PICIFORMES	Picidae	Leuconotopicus villosus intermedius	(Nelson)	1900	Auk 17: 259	https://sora.unm.edu/sites/default/files/journals/auk/v017n03/p0253-p0270.pdf
10478	PICIFORMES	Picidae	Leuconotopicus villosus picoideus	(Osgood)	1901	North Am. Fauna no. 21: 44	https://biodiversitylibrary.org/page/25800297
10479	PICIFORMES	Picidae	Leuconotopicus villosus extimus	(Bangs)	1902	Proc. New Engl. Zool. Cl. 3: 33	https://biodiversitylibrary.org/page/11272030
10480	PICIFORMES	Picidae	Leuconotopicus villosus piger	"(Allen, GM)"	1905	Auk 22: 124	https://sora.unm.edu/sites/default/files/journals/auk/v022n02/p0113-p0133.pdf
10481	PICIFORMES	Picidae	Leuconotopicus villosus terraenovae	(Batchelder)	1908	Proc. New Engl. Zool. Cl. 4: 37	https://biodiversitylibrary.org/page/12606264
10482	PICIFORMES	Picidae	Leuconotopicus villosus orius	(Oberholser)	1911	"Proc. U.S. Natl. Mus. 40: 597, 609"	https://biodiversitylibrary.org/page/15845899
10483	PICIFORMES	Picidae	Leuconotopicus villosus leucothorectis	(Oberholser)	1911	Proc. U.S. Natl. Mus. 40: 597	https://biodiversitylibrary.org/page/15845899
10484	PICIFORMES	Picidae	Leuconotopicus villosus icastus	(Oberholser)	1911	"Proc. U.S. Natl. Mus. 40: 597, 612"	https://biodiversitylibrary.org/page/15845899
10485	PICIFORMES	Picidae	Leuconotopicus albolarvatus	(Cassin)	1850	Proc. Acad. Nat. Sci. Philadelphia 5: 106	https://biodiversitylibrary.org/page/1642646
10486	PICIFORMES	Picidae	Leuconotopicus albolarvatus albolarvatus	(Cassin)	1850	Proc. Acad. Nat. Sci. Philadelphia 5: 106	https://biodiversitylibrary.org/page/1642646
10487	PICIFORMES	Picidae	Leuconotopicus albolarvatus gravirostris	(Grinnell)	1902	Condor 4: 89	https://sora.unm.edu/node/94273
10488	PICIFORMES	Picidae	Dendrocopos	Koch	1816		
10489	PICIFORMES	Picidae	Dendrocopos hyperythrus	(Vigors)	1831	Proc. Comm. Zool. Soc. London pt 1: 23	https://biodiversitylibrary.org/page/12861431
10490	PICIFORMES	Picidae	Dendrocopos hyperythrus hyperythrus	(Vigors)	1831	Proc. Comm. Zool. Soc. London pt 1: 23	https://biodiversitylibrary.org/page/12861431
10491	PICIFORMES	Picidae	Dendrocopos hyperythrus subrufinus	(Cabanis & Heine)	1863	"Mus. Hein. 4 (2): 50, note"	https://biodiversitylibrary.org/page/49528144
10492	PICIFORMES	Picidae	Dendrocopos hyperythrus marshalli	"(Hartert, E)"	1912	Vog. palaark. Fauna 2: 926	https://biodiversitylibrary.org/page/14031459
10493	PICIFORMES	Picidae	Dendrocopos hyperythrus annamensis	(Kloss)	1925	Bull. B.O.C. 46: 7	https://biodiversitylibrary.org/page/40498628
10494	PICIFORMES	Picidae	Dendrocopos macei	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 26: 80	https://biodiversitylibrary.org/page/18046216
10495	PICIFORMES	Picidae	Dendrocopos macei macei	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 26: 80	https://biodiversitylibrary.org/page/18046216
10496	PICIFORMES	Picidae	Dendrocopos macei westermani	(Blyth)	1870	Ibis (Ser. 2) 6: 163	https://biodiversitylibrary.org/page/16187102
10497	PICIFORMES	Picidae	Dendrocopos analis	(Bonaparte)	1850	Consp. Gen. Av. 1: 137	https://biodiversitylibrary.org/page/43560210
10498	PICIFORMES	Picidae	Dendrocopos analis analis	(Bonaparte)	1850	Consp. Gen. Av. 1: 137	https://biodiversitylibrary.org/page/43560210
10499	PICIFORMES	Picidae	Dendrocopos analis andamanensis	(Blyth)	1859	"J. Asiat. Soc. Bengal 28: 412, note"	https://biodiversitylibrary.org/page/40263664
10500	PICIFORMES	Picidae	Dendrocopos analis longipennis	Hesse	1912	Orn. Monatsb. 20: 82	https://biodiversitylibrary.org/page/32584283
10501	PICIFORMES	Picidae	Dendrocopos atratus	(Blyth)	1849	J. Asiat. Soc. Bengal 18 (2): 803	https://biodiversitylibrary.org/page/40133236
10502	PICIFORMES	Picidae	Dendrocopos atratus atratus	(Blyth)	1849	J. Asiat. Soc. Bengal 18 (2): 803	https://biodiversitylibrary.org/page/40133236
10503	PICIFORMES	Picidae	Dendrocopos atratus vietnamensis	Stepanyan	1988	Biol. Nauky. 7: 51	
10504	PICIFORMES	Picidae	Dendrocopos darjellensis	(Blyth)	1845	J. Asiat. Soc. Bengal 14 (1): 196	https://biodiversitylibrary.org/page/40131967
10505	PICIFORMES	Picidae	Dendrocopos darjellensis darjellensis	(Blyth)	1845	J. Asiat. Soc. Bengal 14 (1): 196	https://biodiversitylibrary.org/page/40131967
