1	ORDER	FAMILY	TAXON	AUTHORITY	TYPE SPECIES	YEAR	REFERENCE	URL
2689	APODIFORMES	Trochilidae	Aglaeactis pamela	(d'Orbigny)		1838	"Mag. Zool. 8 cl. 2: 29 pl. 77, 78, 79"	https://biodiversitylibrary.org/page/37129017
2690	APODIFORMES	Trochilidae	Coeligena	"Lesson, R"	1.000	1833		
2691	APODIFORMES	Trochilidae	Coeligena coeligena	"(Lesson, R)"		1833	Les Trochilidees p. 141 pl. 53	https://biodiversitylibrary.org/page/47497329
2692	APODIFORMES	Trochilidae	Coeligena coeligena ferruginea	(Chapman)		1917	Bull. Am. Mus. Nat. Hist. 36: 298	http://hdl.handle.net/2246/1243
2693	APODIFORMES	Trochilidae	Coeligena coeligena columbiana	"(Elliot, DG)"		1876	Ibis (Ser. 3) 6: 57	https://biodiversitylibrary.org/page/8607205
2694	APODIFORMES	Trochilidae	Coeligena coeligena coeligena	"(Lesson, R)"		1833	Les Trochilidees p. 141 pl. 53	https://biodiversitylibrary.org/page/47497329
2695	APODIFORMES	Trochilidae	Coeligena coeligena zuliana	Phelps & Phelps Jr		1953	Proc. Biol. Soc. Wash. 66: 1	https://biodiversitylibrary.org/page/36184942
2696	APODIFORMES	Trochilidae	Coeligena coeligena obscura	(Berlepsch & Stolzmann)		1902	Proc. Zool. Soc. London (1902) 2: 23	https://biodiversitylibrary.org/page/31543040
2697	APODIFORMES	Trochilidae	Coeligena coeligena boliviana	(Gould)		1861	Intr. Trochil.: 137	https://biodiversitylibrary.org/page/34072481
2698	APODIFORMES	Trochilidae	Coeligena wilsoni	(Delattre & Bourcier)		1846	Rev. Zool. 9: 305	https://biodiversitylibrary.org/page/2362714
2699	APODIFORMES	Trochilidae	Coeligena prunellei	(Bourcier)		1843	Rev. Zool. 6: 70	https://biodiversitylibrary.org/page/2271143
2700	APODIFORMES	Trochilidae	Coeligena torquata	(Boissonneau)		1840	Rev. Zool. 3: 6	https://biodiversitylibrary.org/page/13714035
2701	APODIFORMES	Trochilidae	Coeligena torquata conradii	(Bourcier)		1847	Proc. Zool. Soc. London pt 15: 45	https://biodiversitylibrary.org/page/12862829
2702	APODIFORMES	Trochilidae	Coeligena torquata torquata	(Boissonneau)		1840	Rev. Zool. 3: 6	https://biodiversitylibrary.org/page/13714035
2703	APODIFORMES	Trochilidae	Coeligena torquata fulgidigula	(Gould)		1854	"Monogr. Trochil. pt 7 pl. 9, text"	https://biodiversitylibrary.org/page/34843598
2704	APODIFORMES	Trochilidae	Coeligena torquata margaretae	"Zimmer, JT"		1948	Auk 65: 411	https://sora.unm.edu/sites/default/files/journals/auk/v065n03/p0410-p0416.pdf
2705	APODIFORMES	Trochilidae	Coeligena torquata eisenmanni	Weske		1985	Orn. Monogr. 36: 41	
2706	APODIFORMES	Trochilidae	Coeligena torquata insectivora	(Tschudi)		1844	Arch. Naturgesch. 10: 298	https://biodiversitylibrary.org/page/13704201
2707	APODIFORMES	Trochilidae	Coeligena torquata omissa	"Zimmer, JT"		1948	Auk 65: 413	https://sora.unm.edu/sites/default/files/journals/auk/v065n03/p0410-p0416.pdf
2708	APODIFORMES	Trochilidae	Coeligena torquata inca	(Gould)		1852	Contrib. Orn. 5: 136	https://biodiversitylibrary.org/page/51468281
2709	APODIFORMES	Trochilidae	Coeligena violifer	(Gould)		1846	Proc. Zool. Soc. London pt 14: 87	https://biodiversitylibrary.org/page/12862737
2710	APODIFORMES	Trochilidae	Coeligena violifer dichroura	(Taczanowski)		1874	Proc. Zool. Soc. London (1874): 138	https://biodiversitylibrary.org/page/28502223
2711	APODIFORMES	Trochilidae	Coeligena violifer albicaudata	Schuchmann & Zuchner		1998	Orn. Neotrop. 8: 247	https://sora.unm.edu/sites/default/files/journals/on/v008n02/p0247-p0253.pdf
2712	APODIFORMES	Trochilidae	Coeligena violifer osculans	(Gould)		1871	Proc. Zool. Soc. London (1871): 503	https://biodiversitylibrary.org/page/28554375
2713	APODIFORMES	Trochilidae	Coeligena violifer violifer	(Gould)		1846	Proc. Zool. Soc. London pt 14: 87	https://biodiversitylibrary.org/page/12862737
2714	APODIFORMES	Trochilidae	Coeligena iris	(Gould)		1853	Athenaeum 1329: 481	
2715	APODIFORMES	Trochilidae	Coeligena iris hesperus	(Gould)		1865	Ann. Mag. Nat. Hist. (Ser. 3) 15: 129	https://biodiversitylibrary.org/page/22251677
2716	APODIFORMES	Trochilidae	Coeligena iris iris	(Gould)		1853	Athenaeum 1329: 481	
2717	APODIFORMES	Trochilidae	Coeligena iris aurora	(Gould)		1853	Athenaeum 1329: 481	
2718	APODIFORMES	Trochilidae	Coeligena iris flagrans	"Zimmer, JT"		1951	Am. Mus. Novit. 1513: 32	http://hdl.handle.net/2246/3917
2719	APODIFORMES	Trochilidae	Coeligena iris eva	(Salvin)		1897	Bull. B.O.C. 6: 30	https://biodiversitylibrary.org/page/32475506
2720	APODIFORMES	Trochilidae	Coeligena iris fulgidiceps	(Simon)		1921	"Hist. Nat. Trochil.: 175, 364"	https://biodiversitylibrary.org/page/15050888
2721	APODIFORMES	Trochilidae	Coeligena phalerata	(Bangs)		1898	Proc. Biol. Soc. Wash. 12: 174	https://biodiversitylibrary.org/page/3850050
2722	APODIFORMES	Trochilidae	Coeligena orina	Wetmore		1953	Smiths. Misc. Coll. 122 (8): 4	https://biodiversitylibrary.org/page/16352145
2723	APODIFORMES	Trochilidae	Coeligena lutetiae	(Delattre & Bourcier)		1846	Rev. Zool. 9: 307	https://biodiversitylibrary.org/page/2362716
2724	APODIFORMES	Trochilidae	Coeligena lutetiae lutetiae	(Delattre & Bourcier)		1846	Rev. Zool. 9: 307	https://biodiversitylibrary.org/page/2362716
2725	APODIFORMES	Trochilidae	Coeligena lutetiae albimaculata	Sanchez Oses		2006	Bull. B.O.C. 126: 5	https://biodiversitylibrary.org/page/40881713
2726	APODIFORMES	Trochilidae	Coeligena bonapartei	(Boissonneau)		1840	Rev. Zool. 3: 6	https://biodiversitylibrary.org/page/13714035
2727	APODIFORMES	Trochilidae	Coeligena bonapartei consita	Wetmore & Phelps Jr		1952	Proc. Biol. Soc. Wash. 65: 135	https://biodiversitylibrary.org/page/34567241
2728	APODIFORMES	Trochilidae	Coeligena bonapartei bonapartei	(Boissonneau)		1840	Rev. Zool. 3: 6	https://biodiversitylibrary.org/page/13714035
2729	APODIFORMES	Trochilidae	Coeligena bonapartei eos	(Gould)		1848	Proc. Zool. Soc. London pt 16: 11	https://biodiversitylibrary.org/page/12861845
2730	APODIFORMES	Trochilidae	Coeligena helianthea	"(Lesson, R)"		1839	Rev. Zool. 1: 314	https://biodiversitylibrary.org/page/2328495
2731	APODIFORMES	Trochilidae	Coeligena helianthea helianthea	"(Lesson, R)"		1839	Rev. Zool. 1: 314	https://biodiversitylibrary.org/page/2328495
2732	APODIFORMES	Trochilidae	Coeligena helianthea tamai	Berlioz & Phelps		1953	Ois. Rev. France Orn. (n.s.) 23: 1	
2733	APODIFORMES	Trochilidae	Lafresnaya	Bonaparte	1.000	1850		
2734	APODIFORMES	Trochilidae	Lafresnaya lafresnayi	(Boissonneau)		1840	Rev. Zool. 3: 8	https://biodiversitylibrary.org/page/13714033
2735	APODIFORMES	Trochilidae	Lafresnaya lafresnayi liriope	Bangs		1910	Proc. Biol. Soc. Wash. 23: 105	https://biodiversitylibrary.org/page/3334624
2736	APODIFORMES	Trochilidae	Lafresnaya lafresnayi longirostris	"Schuchmann, Weller & Wulfmeyer"		2003	Orn. Neotrop. 14: 160	https://sora.unm.edu/sites/default/files/journals/on/v014n02/p0157-p0172.pdf
2737	APODIFORMES	Trochilidae	Lafresnaya lafresnayi greenewalti	Phelps & Phelps Jr		1961	Proc. Biol. Soc. Wash. 74: 3	https://biodiversitylibrary.org/page/34571143
2738	APODIFORMES	Trochilidae	Lafresnaya lafresnayi lafresnayi	(Boissonneau)		1840	Rev. Zool. 3: 8	https://biodiversitylibrary.org/page/13714033
2739	APODIFORMES	Trochilidae	Lafresnaya lafresnayi saul	(Delattre & Bourcier)		1846	Rev. Zool. 9: 309	https://biodiversitylibrary.org/page/2362718
2740	APODIFORMES	Trochilidae	Lafresnaya lafresnayi orestes	"Zimmer, JT"		1951	Am. Mus. Novit. 1540: 14	http://hdl.handle.net/2246/3700
2741	APODIFORMES	Trochilidae	Lafresnaya lafresnayi rectirostris	Berlepsch & Stolzmann		1902	Proc. Zool. Soc. London (1902) 2: 24	https://biodiversitylibrary.org/page/31543041
2742	APODIFORMES	Trochilidae	Ensifera	"Lesson, R"	1.000	1843		
2743	APODIFORMES	Trochilidae	Ensifera ensifera	(Boissonneau)		1840	Rev. Zool. 2: 354	https://biodiversitylibrary.org/page/2299250
2744	APODIFORMES	Trochilidae	Pterophanes	Gould	1.000	1849		
2745	APODIFORMES	Trochilidae	Pterophanes cyanopterus	(Fraser)		1840	Proc. Zool. Soc. London pt 8: 17	https://biodiversitylibrary.org/page/30571452
2746	APODIFORMES	Trochilidae	Pterophanes cyanopterus cyanopterus	(Fraser)		1840	Proc. Zool. Soc. London pt 8: 17	https://biodiversitylibrary.org/page/30571452
2747	APODIFORMES	Trochilidae	Pterophanes cyanopterus caeruleus	"Zimmer, JT"		1951	Am. Mus. Novit. 1540: 19	http://hdl.handle.net/2246/3700
2748	APODIFORMES	Trochilidae	Pterophanes cyanopterus peruvianus	Boucard		1895	Gen. Humming birds: 263	https://biodiversitylibrary.org/page/9153508
2749	APODIFORMES	Trochilidae	Boissonneaua	Reichenbach	1.000	1854		
2750	APODIFORMES	Trochilidae	Boissonneaua flavescens	(Loddiges)		1832	Proc. Comm. Zool. Soc. London pt 2: 7	https://biodiversitylibrary.org/page/12861605
2751	APODIFORMES	Trochilidae	Boissonneaua flavescens flavescens	(Loddiges)		1832	Proc. Comm. Zool. Soc. London pt 2: 7	https://biodiversitylibrary.org/page/12861605
2752	APODIFORMES	Trochilidae	Boissonneaua flavescens tinochlora	Oberholser		1902	Proc. U.S. Natl. Mus. 24: 329	https://biodiversitylibrary.org/page/15782183
2753	APODIFORMES	Trochilidae	Boissonneaua matthewsii	(Bourcier)		1847	Proc. Zool. Soc. London pt 15: 43	https://biodiversitylibrary.org/page/12862827
2754	APODIFORMES	Trochilidae	Boissonneaua jardini	(Bourcier)		1851	Compt. Rend. 32: 187	https://biodiversitylibrary.org/page/1220831
2755	APODIFORMES	Trochilidae	Ocreatus	Gould	1.000	1846		
2756	APODIFORMES	Trochilidae	Ocreatus underwoodii	"(Lesson, R)"		1832	Les Trochilidees p. 105 pl. 37	https://biodiversitylibrary.org/page/47497293
2757	APODIFORMES	Trochilidae	Ocreatus underwoodii polystictus	Todd		1942	Ann. Carnegie Mus. Nat. Hist. 29: 347	https://biodiversitylibrary.org/page/52415348
2758	APODIFORMES	Trochilidae	Ocreatus underwoodii discifer	(Heine)		1863	J. für Orn. 11: 210	https://biodiversitylibrary.org/page/33302981
2759	APODIFORMES	Trochilidae	Ocreatus underwoodii underwoodii	"(Lesson, R)"		1832	Les Trochilidees p. 105 pl. 37	https://biodiversitylibrary.org/page/47497293
2760	APODIFORMES	Trochilidae	Ocreatus underwoodii incommodus	(Kleinschmidt)		1943	Kat. orn. Samml: 225	
2761	APODIFORMES	Trochilidae	Ocreatus underwoodii melanantherus	(Jardine)		1851	Contrib. Orn. 4: 111 pl. 80	https://biodiversitylibrary.org/page/51979095
2762	APODIFORMES	Trochilidae	Ocreatus peruanus	(Gould)		1849	"Monogr. Trochil. pt 1 pl. 10, text"	https://biodiversitylibrary.org/page/35246390
2763	APODIFORMES	Trochilidae	Ocreatus addae	(Bourcier)		1846	Rev. Zool. 9: 312	https://biodiversitylibrary.org/page/2362721
2764	APODIFORMES	Trochilidae	Ocreatus addae annae	(Berlepsch & Stolzmann)		1894	Ibis (Ser. 6) 6: 398	https://biodiversitylibrary.org/page/16283078
2765	APODIFORMES	Trochilidae	Ocreatus addae addae	(Bourcier)		1846	Rev. Zool. 9: 312	https://biodiversitylibrary.org/page/2362721
2766	APODIFORMES	Trochilidae	Urochroa	Gould	1.000	1856		
2767	APODIFORMES	Trochilidae	Urochroa bougueri	(Bourcier)		1851	Compt. Rend. 32: 186	https://biodiversitylibrary.org/page/1220830
2768	APODIFORMES	Trochilidae	Urosticte	Gould	1.000	1853		
2769	APODIFORMES	Trochilidae	Urosticte benjamini	(Bourcier)		1851	Compt. Rend. 32: 187	https://biodiversitylibrary.org/page/1220831
2770	APODIFORMES	Trochilidae	Urosticte ruficrissa	Lawrence		1864	Ann. Lyc. Nat. Hist. N. Y. 8: 44	https://biodiversitylibrary.org/page/16022292
2771	APODIFORMES	Trochilidae	Heliodoxa	Gould	1.000	1850		
2772	APODIFORMES	Trochilidae	Heliodoxa xanthogonys	Salvin & Godman		1882	Ibis (Ser. 4) 6: 80	https://biodiversitylibrary.org/page/8609818
2773	APODIFORMES	Trochilidae	Heliodoxa xanthogonys willardi	Weller & Renner		2001	Ararajuba 9: 2	http://www.revbrasilornitol.com.br/BJO/article/view/1401/pdf_209
2774	APODIFORMES	Trochilidae	Heliodoxa xanthogonys xanthogonys	Salvin & Godman		1882	Ibis (Ser. 4) 6: 80	https://biodiversitylibrary.org/page/8609818
2775	APODIFORMES	Trochilidae	Heliodoxa gularis	(Gould)		1860	"Proc. Zool. Soc. London, pt 28: 310"	https://biodiversitylibrary.org/page/12866862
2776	APODIFORMES	Trochilidae	Heliodoxa branickii	(Taczanowski)		1874	Proc. Zool. Soc. London (1874): 140 pl. 21 fig. 1	https://biodiversitylibrary.org/page/28502225
2777	APODIFORMES	Trochilidae	Heliodoxa schreibersii	(Bourcier)		1847	Proc. Zool. Soc. London pt 15: 43	https://biodiversitylibrary.org/page/12862827
2778	APODIFORMES	Trochilidae	Heliodoxa schreibersii schreibersii	(Bourcier)		1847	Proc. Zool. Soc. London pt 15: 43	https://biodiversitylibrary.org/page/12862827
2779	APODIFORMES	Trochilidae	Heliodoxa schreibersii whitelyana	(Gould)		1872	Ann. Mag. Nat. Hist. (Ser. 4) 10: 452	https://biodiversitylibrary.org/page/25172695
2780	APODIFORMES	Trochilidae	Heliodoxa aurescens	(Gould)		1846	Proc. Zool. Soc. London pt 14: 88	https://biodiversitylibrary.org/page/12862738
2781	APODIFORMES	Trochilidae	Heliodoxa rubinoides	(Bourcier & Mulsant)		1846	Ann. Sci. Phys. Nat. Agric. Ind. 9: 322	https://biodiversitylibrary.org/page/45018930
2782	APODIFORMES	Trochilidae	Heliodoxa rubinoides rubinoides	(Bourcier & Mulsant)		1846	Ann. Sci. Phys. Nat. Agric. Ind. 9: 322	https://biodiversitylibrary.org/page/45018930
2783	APODIFORMES	Trochilidae	Heliodoxa rubinoides aequatorialis	(Gould)		1860	"Monogr. Trochil. pt 19 pl. 5, text"	https://biodiversitylibrary.org/page/34843666
2784	APODIFORMES	Trochilidae	Heliodoxa rubinoides cervinigularis	(Salvin)		1892	"Cat. Birds Brit. Mus. 16: 324, 325 pl. 8 fig. 2"	https://biodiversitylibrary.org/page/8348126
2785	APODIFORMES	Trochilidae	Heliodoxa jacula	Gould		1850	Proc. Zool. Soc. London pt 17: 96	https://biodiversitylibrary.org/page/12862172
2786	APODIFORMES	Trochilidae	Heliodoxa jacula henryi	Lawrence		1867	Ann. Lyc. Nat. Hist. N. Y. 8: 402	https://biodiversitylibrary.org/page/16022650
2787	APODIFORMES	Trochilidae	Heliodoxa jacula jacula	Gould		1850	Proc. Zool. Soc. London pt 17: 96	https://biodiversitylibrary.org/page/12862172
2788	APODIFORMES	Trochilidae	Heliodoxa jacula jamersoni	(Bourcier)		1851	Compt. Rend. 32: 187	https://biodiversitylibrary.org/page/1220831
2789	APODIFORMES	Trochilidae	Heliodoxa imperatrix	(Gould)		1856	Proc. Zool. Soc. London pt 23: 192	https://biodiversitylibrary.org/page/30748089
2790	APODIFORMES	Trochilidae	Heliodoxa leadbeateri	(Bourcier)		1843	Rev. Zool. 6: 102	https://biodiversitylibrary.org/page/2271111
2791	APODIFORMES	Trochilidae	Heliodoxa leadbeateri leadbeateri	(Bourcier)		1843	Rev. Zool. 6: 102	https://biodiversitylibrary.org/page/2271111
2792	APODIFORMES	Trochilidae	Heliodoxa leadbeateri parvula	Berlepsch		1888	"Zeitschr. Orn. 4: 186, note"	https://biodiversitylibrary.org/page/41096662
2793	APODIFORMES	Trochilidae	Heliodoxa leadbeateri sagitta	(Reichenbach)		1854	J. für Orn. 1 Beil. zu Extraheft: 23	https://www.biodiversitylibrary.org/page/13867401
2794	APODIFORMES	Trochilidae	Heliodoxa leadbeateri otero	(Tschudi)		1844	Arch. Naturgesch. 10: 298	https://biodiversitylibrary.org/page/13704201
2795	APODIFORMES	Trochilidae	Clytolaema	Gould	1.000	1853		
2796	APODIFORMES	Trochilidae	Clytolaema rubricauda	(Boddaert)		1783	Table Planches Enlum.: 17	https://biodiversitylibrary.org/page/27822618
2797	APODIFORMES	Trochilidae	Patagona	"Gray, GR"	1.000	1840		
2798	APODIFORMES	Trochilidae	Patagona gigas	(Vieillot)		1824	Gal. Ois. 1: 296 pl. 180	https://biodiversitylibrary.org/page/58574706
2799	APODIFORMES	Trochilidae	Patagona gigas peruviana	Boucard		1893	Gen. Humming birds: 61	https://biodiversitylibrary.org/page/9153306
2800	APODIFORMES	Trochilidae	Patagona gigas gigas	(Vieillot)		1824	Gal. Ois. 1: 296 pl. 180	https://biodiversitylibrary.org/page/58574706
2801	APODIFORMES	Trochilidae	Sternoclyta	Gould	1.000	1858		
2802	APODIFORMES	Trochilidae	Sternoclyta cyanopectus	(Gould)		1846	Proc. Zool. Soc. London pt 14: 88	https://biodiversitylibrary.org/page/12862738
2803	APODIFORMES	Trochilidae	Hylonympha	Gould	1.000	1873		
2804	APODIFORMES	Trochilidae	Hylonympha macrocerca	Gould		1873	Ann. Mag. Nat. Hist. (Ser. 4) 12: 429	https://biodiversitylibrary.org/page/19214437
2805	APODIFORMES	Trochilidae	Eugenes	Gould	1.000	1856		
2806	APODIFORMES	Trochilidae	Eugenes fulgens	(Swainson)		1827	Philos. Mag. n.s. 1: 441	https://biodiversitylibrary.org/page/15530451
2807	APODIFORMES	Trochilidae	Eugenes spectabilis	(Lawrence)		1867	Ann. Lyc. Nat. Hist. N. Y. 8: 472	https://biodiversitylibrary.org/page/16022720
2808	APODIFORMES	Trochilidae	Heliomaster	Bonaparte	1.000	1850		
2809	APODIFORMES	Trochilidae	Heliomaster longirostris	(Audebert & Vieillot)		1801	Ois. Dores 1: 128 pl. 59	https://biodiversitylibrary.org/page/35132034
2810	APODIFORMES	Trochilidae	Heliomaster longirostris pallidiceps	Gould		1861	Intr. Trochil.: 139	https://biodiversitylibrary.org/page/34072483
2811	APODIFORMES	Trochilidae	Heliomaster longirostris longirostris	(Audebert & Vieillot)		1801	Ois. Dores 1: 128 pl. 59	https://biodiversitylibrary.org/page/35132034
2812	APODIFORMES	Trochilidae	Heliomaster longirostris albicrissa	Gould		1871	Proc. Zool. Soc. London (1871): 504	https://biodiversitylibrary.org/page/28554376
2813	APODIFORMES	Trochilidae	Heliomaster constantii	(Delattre)		1843	"Echo Monde Sav. - 2 10 no. 45 col. 1069, text"	https://biodiversitylibrary.org/page/47080463
2814	APODIFORMES	Trochilidae	Heliomaster constantii pinicola	Gould		1853	"Monogr. Trochil. pt 5 pl. 1, text"	https://biodiversitylibrary.org/page/34843634
2815	APODIFORMES	Trochilidae	Heliomaster constantii leocadiae	(Bourcier & Mulsant)		1852	Ann. Sci. Phys. Nat. Agric. Ind. (Ser. 2) 4: 141 141	
2816	APODIFORMES	Trochilidae	Heliomaster constantii constantii	(Delattre)		1843	"Echo Monde Sav. - 2 10 no. 45 col. 1069, text"	https://biodiversitylibrary.org/page/47080463
2817	APODIFORMES	Trochilidae	Heliomaster squamosus	(Temminck)		1823	Pl. Col. livr. 34 pl. 203 fig. 1	
2818	APODIFORMES	Trochilidae	Heliomaster furcifer	(Shaw)		1812	Gen. Zool. 8 (1): 280	https://biodiversitylibrary.org/page/46395098
2819	APODIFORMES	Trochilidae	Lampornis	Swainson	1.000	1827		
2820	APODIFORMES	Trochilidae	Lampornis hemileucus	(Salvin)		1865	Proc. Zool. Soc. London (1864): 584	https://biodiversitylibrary.org/page/28500921
2821	APODIFORMES	Trochilidae	Lampornis clemenciae	"(Lesson, R)"		1830	Hist. Nat. Ois.-Mouches: xlv 1830: 216 pl. 80 80	https://biodiversitylibrary.org/page/49416212
2822	APODIFORMES	Trochilidae	Lampornis clemenciae phasmorus	Oberholser		1974	Bird Life Texas 1: 493	
2823	APODIFORMES	Trochilidae	Lampornis clemenciae bessophilus	(Oberholser)		1918	Condor 20: 181	https://sora.unm.edu/node/96114
2824	APODIFORMES	Trochilidae	Lampornis clemenciae clemenciae	"(Lesson, R)"		1830	Hist. Nat. Ois.-Mouches: xlv 1830: 216 pl. 80 80	https://biodiversitylibrary.org/page/49416212
2825	APODIFORMES	Trochilidae	Lampornis amethystinus	Swainson		1827	Philos. Mag. n.s. 1: 442	https://biodiversitylibrary.org/page/15530452
2826	APODIFORMES	Trochilidae	Lampornis amethystinus amethystinus	Swainson		1827	Philos. Mag. n.s. 1: 442	https://biodiversitylibrary.org/page/15530452
2827	APODIFORMES	Trochilidae	Lampornis amethystinus circumventus	"(Phillips, AR)"		1966	Bull. B.O.C. 86: 103	https://biodiversitylibrary.org/page/40815043
2828	APODIFORMES	Trochilidae	Lampornis amethystinus margaritae	(Salvin & Godman)		1889	Ibis (Ser. 6) 1:239	https://biodiversitylibrary.org/page/16280619
2829	APODIFORMES	Trochilidae	Lampornis amethystinus salvini	(Ridgway)		1908	Proc. Biol. Soc. Wash. 21: 195	https://biodiversitylibrary.org/page/3334096
2830	APODIFORMES	Trochilidae	Lampornis amethystinus nobilis	Griscom		1932	Proc. New Engl. Zool. Cl. 13: 58	
2831	APODIFORMES	Trochilidae	Lampornis calolaemus	(Salvin)		1865	Proc. Zool. Soc. London (1864): 584	https://biodiversitylibrary.org/page/28500921
2832	APODIFORMES	Trochilidae	Lampornis calolaemus pectoralis	(Salvin)		1891	Ann. Mag. Nat. Hist. (Ser. 6) 7: 377	https://biodiversitylibrary.org/page/25164858
2833	APODIFORMES	Trochilidae	Lampornis calolaemus calolaemus	(Salvin)		1865	Proc. Zool. Soc. London (1864): 584	https://biodiversitylibrary.org/page/28500921
2834	APODIFORMES	Trochilidae	Lampornis calolaemus homogenes	Wetmore		1967	Proc. Biol. Soc. Wash. 80: 235	https://biodiversitylibrary.org/page/34589594
2835	APODIFORMES	Trochilidae	Lampornis cinereicauda	(Lawrence)		1867	Ann. Lyc. Nat. Hist. N. Y. 8: 485	https://biodiversitylibrary.org/page/16022733
2836	APODIFORMES	Trochilidae	Lampornis castaneoventris	(Gould)		1851	Proc. Zool. Soc. London pt 18: 163	https://biodiversitylibrary.org/page/12858873
2837	APODIFORMES	Trochilidae	Lamprolaima	Reichenbach	1.000	1854		
2838	APODIFORMES	Trochilidae	Lamprolaima rhami	"(Lesson, R)"		1839	Rev. Zool. 1: 315	https://biodiversitylibrary.org/page/2328496
2839	APODIFORMES	Trochilidae	Calliphlox	"Boie, F"	1.000	1831		
2840	APODIFORMES	Trochilidae	Calliphlox amethystina	(Boddaert)		1783	Table Planches Enlum.: 41	https://biodiversitylibrary.org/page/27822661
2841	APODIFORMES	Trochilidae	Calliphlox bryantae	(Lawrence)		1867	Ann. Lyc. Nat. Hist. N. Y. 8: 483	https://biodiversitylibrary.org/page/16022731
2842	APODIFORMES	Trochilidae	Calliphlox mitchellii	(Bourcier)		1847	Proc. Zool. Soc. London pt 15: 47	https://biodiversitylibrary.org/page/12862831
2843	APODIFORMES	Trochilidae	Myrtis	Reichenbach	1.000	1854		
2844	APODIFORMES	Trochilidae	Myrtis fanny	"(Lesson, R)"		1838	Ann. Sci. Nat. Zool. (Ser. 2) 9: 170	https://biodiversitylibrary.org/page/13396676
2845	APODIFORMES	Trochilidae	Myrtis fanny fanny	"(Lesson, R)"		1838	Ann. Sci. Nat. Zool. (Ser. 2) 9: 170	https://biodiversitylibrary.org/page/13396676
2846	APODIFORMES	Trochilidae	Myrtis fanny megalura	"Zimmer, JT"		1953	Am. Mus. Novit. 1604: 21	https://digitallibrary.amnh.org/handle/2246/4930
2847	APODIFORMES	Trochilidae	Rhodopis	Reichenbach	1.000	1854		
2848	APODIFORMES	Trochilidae	Rhodopis vesper	"(Lesson, R)"		1829	"Hist. Nat. Ois.-Mouches: xv, 85 pl. 19"	https://biodiversitylibrary.org/page/49416242
2849	APODIFORMES	Trochilidae	Rhodopis vesper koepckeae	Berlioz		1975	Ois. Rev. France Orn. (n.s.) 44 no. 4: 289	
2850	APODIFORMES	Trochilidae	Rhodopis vesper vesper	"(Lesson, R)"		1829	"Hist. Nat. Ois.-Mouches: xv, 85 pl. 19"	https://biodiversitylibrary.org/page/49416242
2851	APODIFORMES	Trochilidae	Rhodopis vesper atacamensis	(Leybold)		1869	An. Univ. Chile 32: 43	https://biodiversitylibrary.org/page/50457614
2852	APODIFORMES	Trochilidae	Myrmia	Mulsant	1.000	1876		
2853	APODIFORMES	Trochilidae	Myrmia micrura	(Gould)		1854	"Monogr. Trochil. pt 7, pl. 2, text"	https://biodiversitylibrary.org/page/35246326
2854	APODIFORMES	Trochilidae	Thaumastura	Bonaparte	1.000	1850		
2855	APODIFORMES	Trochilidae	Thaumastura cora	"(Lesson, R & Garnot)"		1827	Voy. Coq. Zool. 1 livr. 2 pl. 31 fig. 4; 4; 1830  Zool. 1: 682	https://biodiversitylibrary.org/page/38768586
2856	APODIFORMES	Trochilidae	Eulidia	Mulsant	1.000	1877		
2857	APODIFORMES	Trochilidae	Eulidia yarrellii	(Bourcier)		1847	Proc. Zool. Soc. London pt 15: 45	https://biodiversitylibrary.org/page/12862829
2858	APODIFORMES	Trochilidae	Microstilbon	Todd	1.000	1913		
2859	APODIFORMES	Trochilidae	Microstilbon burmeisteri	"(Sclater, PL)"		1888	Proc. Zool. Soc. London (1887): 639	https://biodiversitylibrary.org/page/28700596
2860	APODIFORMES	Trochilidae	Chaetocercus	"Gray, GR"	1.000	1855		
2861	APODIFORMES	Trochilidae	Chaetocercus mulsant	(Bourcier)		1843	Rev. Zool. 5: 373	https://biodiversitylibrary.org/page/14714904
2862	APODIFORMES	Trochilidae	Chaetocercus bombus	Gould		1871	Proc. Zool. Soc. London (1871): 804	https://biodiversitylibrary.org/page/28555698
2863	APODIFORMES	Trochilidae	Chaetocercus heliodor	(Bourcier)		1840	Rev. Zool. 3: 275	https://biodiversitylibrary.org/page/13714279
2864	APODIFORMES	Trochilidae	Chaetocercus heliodor heliodor	(Bourcier)		1840	Rev. Zool. 3: 275	https://biodiversitylibrary.org/page/13714279
2865	APODIFORMES	Trochilidae	Chaetocercus heliodor cleavesi	"Moore, RT"		1934	"Condor 36: 3, col. pl."	https://sora.unm.edu/node/98149
2866	APODIFORMES	Trochilidae	Chaetocercus astreans	(Bangs)		1899	Proc. New Engl. Zool. Cl. 1: 76	https://biodiversitylibrary.org/page/12603431
2867	APODIFORMES	Trochilidae	Chaetocercus berlepschi	Simon		1889	Mem. Soc. Zool. France 2: 230	https://biodiversitylibrary.org/page/10048153
2868	APODIFORMES	Trochilidae	Chaetocercus jourdanii	(Bourcier)		1839	Rev. Zool. 2: 295	https://biodiversitylibrary.org/page/2299309
2869	APODIFORMES	Trochilidae	Chaetocercus jourdanii andinus	Phelps & Phelps Jr		1949	Proc. Biol. Soc. Wash. 62: 185	https://biodiversitylibrary.org/page/35878897
2870	APODIFORMES	Trochilidae	Chaetocercus jourdanii rosae	(Bourcier & Mulsant)		1846	Ann. Sci. Phys. Nat. Agric. Ind. 9: 316	https://biodiversitylibrary.org/page/45018924
