1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL
1361	GALLIFORMES	Phasianidae	Galloperdix spadicea stewarti	"Baker, ECS"	1919	"Birds Austr. 6: pl. 73, text"	https://biodiversitylibrary.org/page/48400879
1362	GALLIFORMES	Phasianidae	Galloperdix lunulata	(Valenciennes)	1825	Nouv. Dict. d'Hist. Nat. 28: 553	https://biodiversitylibrary.org/page/19430526
1363	GALLIFORMES	Phasianidae	Galloperdix bicalcarata	"(Forster, JR)"	1781	Anim. Kingd. 8: 542 pl.	https://biodiversitylibrary.org/page/33170470
1364	GALLIFORMES	Phasianidae	Ithaginis	Wagler	1832		
1365	GALLIFORMES	Phasianidae	Ithaginis cruentus	(Hardwicke)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 237	https://biodiversitylibrary.org/page/754980
1366	GALLIFORMES	Phasianidae	Ithaginis cruentus cruentus	(Hardwicke)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 237	https://biodiversitylibrary.org/page/754980
1367	GALLIFORMES	Phasianidae	Ithaginis cruentus affinis	Beebe	1912	Zoologica 1: 191	https://biodiversitylibrary.org/page/31057936
1368	GALLIFORMES	Phasianidae	Ithaginis cruentus tibetanus	"Baker, ECS"	1914	Bull. B.O.C. 35: 18	https://biodiversitylibrary.org/page/32439466
1369	GALLIFORMES	Phasianidae	Ithaginis cruentus kuseri	Beebe	1912	Zoologica 1: 190	https://biodiversitylibrary.org/page/31057935
1370	GALLIFORMES	Phasianidae	Ithaginis cruentus marionae	Mayr	1941	Ibis 81: 510	
1371	GALLIFORMES	Phasianidae	Ithaginis cruentus rocki	Riley	1925	Proc. Biol. Soc. Wash. 38: 9	https://biodiversitylibrary.org/page/34557569
1372	GALLIFORMES	Phasianidae	Ithaginis cruentus clarkei	Rothschild	1920	Bull. B.O.C. 40: 67	https://biodiversitylibrary.org/page/32431367
1373	GALLIFORMES	Phasianidae	Ithaginis cruentus geoffroyi	"Verreaux, J"	1867	"Bull. Soc. Acclimat. (Ser. 2), 4: 709"	https://gallica.bnf.fr/ark:/12148/bpt6k5450400q/f774.item
1374	GALLIFORMES	Phasianidae	Ithaginis cruentus berezowskii	Bianchi	1904	"Annuaire Mus. Zool. Acad. Imp. Sci. St. Petersb. 8 (1): 5, 6, 9"	https://biodiversitylibrary.org/page/8352379
1375	GALLIFORMES	Phasianidae	Ithaginis cruentus beicki	Mayr & Birckhead	1937	Am. Mus. Novit. 966: 6	http://hdl.handle.net/2246/3867
1376	GALLIFORMES	Phasianidae	Ithaginis cruentus michaelis	Bianchi	1904	"Annuaire Mus. Zool. Acad. Imp. Sci. St. Petersb. 8 (1): 3, 4"	https://biodiversitylibrary.org/page/8352377
1377	GALLIFORMES	Phasianidae	Ithaginis cruentus sinensis	"David, A"	1873	Ann. Sci. Nat. Zool. (Ser. 5) 18 art. 5: 1	https://biodiversitylibrary.org/page/33077898
1378	GALLIFORMES	Phasianidae	Tragopan	Cuvier	1829		
1379	GALLIFORMES	Phasianidae	Tragopan melanocephalus	"(Gray, JE)"	1829	Anim. Kingd. 8: 29	https://biodiversitylibrary.org/page/33169859
1380	GALLIFORMES	Phasianidae	Tragopan satyra	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 157	https://biodiversitylibrary.org/page/727064
1381	GALLIFORMES	Phasianidae	Tragopan blythii	(Jerdon)	1870	Proc. Asiat. Soc. Bengal (1870) 2: 60	https://biodiversitylibrary.org/page/41777552
1382	GALLIFORMES	Phasianidae	Tragopan blythii molesworthi	"Baker, ECS"	1914	Bull. B.O.C. 35: 18	https://biodiversitylibrary.org/page/32439466
1383	GALLIFORMES	Phasianidae	Tragopan blythii blythii	(Jerdon)	1870	Proc. Asiat. Soc. Bengal (1870) 2: 60	https://biodiversitylibrary.org/page/41777552
1384	GALLIFORMES	Phasianidae	Tragopan temminckii	"(Gray, JE)"	1831	Ill. Ind. Zool. 1 pt 9 pl. 50	https://biodiversitylibrary.org/page/45959779
1385	GALLIFORMES	Phasianidae	Tragopan caboti	(Gould)	1857	Proc. Zool. Soc. London pt 27: 161	https://biodiversitylibrary.org/page/12861217
1386	GALLIFORMES	Phasianidae	Tragopan caboti caboti	(Gould)	1857	Proc. Zool. Soc. London pt 27: 161	https://biodiversitylibrary.org/page/12861217
1387	GALLIFORMES	Phasianidae	Tragopan caboti guangxiensis	"Cheng, T & Wu, M"	1979	Acta Zoologica Sinica 25: 292	https://en.cnki.com.cn/Article_en/CJFDTotal-BEAR197903016.htm
1388	GALLIFORMES	Phasianidae	Pucrasia	"Gray, GR"	1841		
1389	GALLIFORMES	Phasianidae	Pucrasia macrolopha	"(Lesson, R)"	1829	Dict. Sci. Nat. 59: 196	https://biodiversitylibrary.org/page/25319183
1390	GALLIFORMES	Phasianidae	Pucrasia macrolopha castanea	Gould	1854	Birds Asia 7 pt 6 pl. 27 text	https://biodiversitylibrary.org/page/39633130
1391	GALLIFORMES	Phasianidae	Pucrasia macrolopha biddulphi	"Marshall, GFL"	1879	Ibis (Ser. 4) 3: 461	https://biodiversitylibrary.org/page/8609639
1392	GALLIFORMES	Phasianidae	Pucrasia macrolopha macrolopha	"(Lesson, R)"	1829	Dict. Sci. Nat. 59: 196	https://biodiversitylibrary.org/page/25319183
1393	GALLIFORMES	Phasianidae	Pucrasia macrolopha nipalensis	Gould	1854	Birds Asia 7 pt 6 pl. 28 text	https://biodiversitylibrary.org/page/39633134
1394	GALLIFORMES	Phasianidae	Pucrasia macrolopha meyeri	Madarász	1886	Ibis (Ser. 5) 4: 145	https://biodiversitylibrary.org/page/8566461
1395	GALLIFORMES	Phasianidae	Pucrasia macrolopha ruficollis	"David, A & Oustalet"	1877	Ois. Chine 1: 408	
1396	GALLIFORMES	Phasianidae	Pucrasia macrolopha xanthospila	"Gray, GR"	1864	Proc. Zool. Soc. London (1864): 259 pl. 20	https://biodiversitylibrary.org/page/28500562
1397	GALLIFORMES	Phasianidae	Pucrasia macrolopha joretiana	Heude	1883	Ibis (Ser. 5) 1: 225	https://biodiversitylibrary.org/page/16243028
1398	GALLIFORMES	Phasianidae	Pucrasia macrolopha darwini	Swinhoe	1872	Proc. Zool. Soc. London (1872): 552	https://biodiversitylibrary.org/page/28611956
1399	GALLIFORMES	Phasianidae	Lophophorus	Temminck	1813		
1400	GALLIFORMES	Phasianidae	Lophophorus impejanus	(Latham)	1790	Index Orn. 2: 632	https://biodiversitylibrary.org/page/53510057
1401	GALLIFORMES	Phasianidae	Lophophorus sclateri	Jerdon	1870	Ibis (Ser. 2) 6: 148	https://biodiversitylibrary.org/page/16187087
1402	GALLIFORMES	Phasianidae	Lophophorus sclateri arunachalensis	Kumar & Singh	2004	Bull. B.O.C. 124: 20	https://biodiversitylibrary.org/page/40056009
1403	GALLIFORMES	Phasianidae	Lophophorus sclateri sclateri	Jerdon	1870	Ibis (Ser. 2) 6: 148	https://biodiversitylibrary.org/page/16187087
1404	GALLIFORMES	Phasianidae	Lophophorus sclateri orientalis	"Davison, GWH"	1974	Bull. B.O.C. 94: 164	https://biodiversitylibrary.org/page/40826374
1405	GALLIFORMES	Phasianidae	Lophophorus lhuysii	"Geoffroy Saint-Hilaire, A"	1866	"Bull. Soc. Acclimat. (Ser. 2), 3: 223"	
1406	GALLIFORMES	Phasianidae	Gallus	Brisson	1760		
1407	GALLIFORMES	Phasianidae	Gallus varius	(Shaw)	1798	"Nat. Misc. 10 pl. 353, text"	https://biodiversitylibrary.org/page/40320892
1408	GALLIFORMES	Phasianidae	Gallus gallus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 158	https://biodiversitylibrary.org/page/727065
1409	GALLIFORMES	Phasianidae	Gallus gallus murghi	Robinson & Kloss	1920	Rec. Ind. Mus. 19: 14	https://biodiversitylibrary.org/page/10881950
1410	GALLIFORMES	Phasianidae	Gallus gallus spadiceus	(Bonnaterre)	1792	Tabl. Encyc. Meth. Orn. 1: 218	https://biodiversitylibrary.org/page/51114891
1411	GALLIFORMES	Phasianidae	Gallus gallus jabouillei	Delacour & Kinnear	1928	Bull. B.O.C. 49: 49	https://biodiversitylibrary.org/page/40500928
1412	GALLIFORMES	Phasianidae	Gallus gallus gallus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 158	https://biodiversitylibrary.org/page/727065
1413	GALLIFORMES	Phasianidae	Gallus gallus bankiva	Temminck	1813	Hist. Nat. Pig. Gallin. 2: 87	https://biodiversitylibrary.org/page/41905061
1414	GALLIFORMES	Phasianidae	Gallus sonneratii	Temminck	1813	Hist. Nat. Pig. Gallin. 2: 246	https://biodiversitylibrary.org/page/41905220
1415	GALLIFORMES	Phasianidae	Gallus lafayettii	"Lesson, R"	1831	Traite d'Orn. livr. 7: 491	https://biodiversitylibrary.org/page/35997475
1416	GALLIFORMES	Phasianidae	Lophura	"Fleming, J"	1822		
1417	GALLIFORMES	Phasianidae	Lophura leucomelanos	(Latham)	1790	Index Orn. 2: 633	https://biodiversitylibrary.org/page/53510058
1418	GALLIFORMES	Phasianidae	Lophura leucomelanos hamiltonii	"(Gray, JE)"	1829	Anim. Kingd. 8: 27	https://biodiversitylibrary.org/page/33169857
1419	GALLIFORMES	Phasianidae	Lophura leucomelanos leucomelanos	(Latham)	1790	Index Orn. 2: 633	https://biodiversitylibrary.org/page/53510058
1420	GALLIFORMES	Phasianidae	Lophura leucomelanos melanota	"(Hutton, T)"	1848	J. Asiat. Soc. Bengal 17 (2): 694	https://biodiversitylibrary.org/page/40133047
1421	GALLIFORMES	Phasianidae	Lophura leucomelanos moffitti	(Hachisuka)	1938	Bull. B.O.C. 58: 91	https://biodiversitylibrary.org/page/40513347
1422	GALLIFORMES	Phasianidae	Lophura leucomelanos lathami	"(Gray, JE)"	1829	Anim. Kingd. 8: 26	https://biodiversitylibrary.org/page/33169856
1423	GALLIFORMES	Phasianidae	Lophura leucomelanos williamsi	(Oates)	1898	Man. Game Birds India 1: 342	https://biodiversitylibrary.org/page/23737904
1424	GALLIFORMES	Phasianidae	Lophura leucomelanos oatesi	(Ogilvie-Grant)	1893	Cat. Birds Brit. Mus. 22: 306	https://biodiversitylibrary.org/page/8383349
1425	GALLIFORMES	Phasianidae	Lophura leucomelanos lineata	(Vigors)	1831	Proc. Comm. Zool. Soc. London pt 1: 24	https://biodiversitylibrary.org/page/12861432
1426	GALLIFORMES	Phasianidae	Lophura leucomelanos crawfurdii	"(Gray, JE)"	1829	Anim. Kingd. 8: 27	https://biodiversitylibrary.org/page/33169857
1427	GALLIFORMES	Phasianidae	Lophura nycthemera	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 159	https://biodiversitylibrary.org/page/727066
1428	GALLIFORMES	Phasianidae	Lophura nycthemera omeiensis	"Cheng, T, Chang & Tang"	1964	Acta Zootaxonomica Sinensis 1: 224	
1429	GALLIFORMES	Phasianidae	Lophura nycthemera rongjiangensis	"Tan & Wu, Z"	1981	Zool. Res. 2: 302	
1430	GALLIFORMES	Phasianidae	Lophura nycthemera nycthemera	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 159	https://biodiversitylibrary.org/page/727066
1431	GALLIFORMES	Phasianidae	Lophura nycthemera fokiensis	Delacour	1948	Am. Mus. Novit. 1377: 4	http://hdl.handle.net/2246/4419
1432	GALLIFORMES	Phasianidae	Lophura nycthemera whiteheadi	(Ogilvie-Grant)	1899	Ibis (Ser. 7) 5: 586	https://biodiversitylibrary.org/page/9036129
1433	GALLIFORMES	Phasianidae	Lophura nycthemera occidentalis	Delacour	1948	Am. Mus. Novit. 1377: 7	http://hdl.handle.net/2246/4419
1434	GALLIFORMES	Phasianidae	Lophura nycthemera rufipes	(Oates)	1898	Man. Game Birds India 1: 362	https://biodiversitylibrary.org/page/23737924
1435	GALLIFORMES	Phasianidae	Lophura nycthemera jonesi	(Oates)	1903	Ibis (Ser. 8) 3: 97	https://biodiversitylibrary.org/page/16177428
1436	GALLIFORMES	Phasianidae	Lophura nycthemera ripponi	(Sharpe)	1902	Bull. B.O.C. 13: 29	https://biodiversitylibrary.org/page/37116711
1437	GALLIFORMES	Phasianidae	Lophura nycthemera beaulieui	Delacour	1948	Am. Mus. Novit. 1377: 5	http://hdl.handle.net/2246/4419
1438	GALLIFORMES	Phasianidae	Lophura nycthemera berliozi	(Delacour & Jabouille)	1928	Bull. B.O.C. 48: 127	https://biodiversitylibrary.org/page/40501174
1439	GALLIFORMES	Phasianidae	Lophura nycthemera beli	(Oustalet)	1898	Bull. Mus. d'Hist. Nat. Paris 4: 259	https://biodiversitylibrary.org/page/42893662
1440	GALLIFORMES	Phasianidae	Lophura nycthemera annamensis	(Ogilvie-Grant)	1906	Bull. B.O.C. 19: 13	https://biodiversitylibrary.org/page/32433095
1441	GALLIFORMES	Phasianidae	Lophura nycthemera lewisi	(Delacour & Jabouille)	1928	Bull. B.O.C. 48: 125	https://biodiversitylibrary.org/page/40501172
1442	GALLIFORMES	Phasianidae	Lophura nycthemera engelbachi	Delacour	1948	Am. Mus. Novit. 1377: 8	http://hdl.handle.net/2246/4419
1443	GALLIFORMES	Phasianidae	Lophura edwardsi	(Oustalet)	1896	Bull. Mus. d'Hist. Nat. Paris 2: 316	https://biodiversitylibrary.org/page/42894669
1444	GALLIFORMES	Phasianidae	Lophura swinhoii	(Gould)	1863	Proc. Zool. Soc. London (1862): 284	https://biodiversitylibrary.org/page/28627266
1445	GALLIFORMES	Phasianidae	Lophura inornata	(Salvadori)	1879	Ann. Mus. Civ. Stor. Nat. Genova 14: 250	https://biodiversitylibrary.org/page/9186522
1446	GALLIFORMES	Phasianidae	Lophura inornata inornata	(Salvadori)	1879	Ann. Mus. Civ. Stor. Nat. Genova 14: 250	https://biodiversitylibrary.org/page/9186522
1447	GALLIFORMES	Phasianidae	Lophura inornata hoogerwerfi	(Chasen)	1939	Treubia 17 Afl. 2: 184	
1448	GALLIFORMES	Phasianidae	Lophura erythrophthalma	(Raffles)	1822	Trans. Linn. Soc. London (Ser. 1) 13: 321	https://biodiversitylibrary.org/page/755067
1449	GALLIFORMES	Phasianidae	Lophura erythrophthalma erythrophthalma	(Raffles)	1822	Trans. Linn. Soc. London (Ser. 1) 13: 321	https://biodiversitylibrary.org/page/755067
1450	GALLIFORMES	Phasianidae	Lophura erythrophthalma pyronota	"(Gray, GR)"	1841	List Gen. Birds (Ed. 2) p. 78	https://biodiversitylibrary.org/page/14050309
1451	GALLIFORMES	Phasianidae	Lophura ignita	(Shaw)	1798	"Nat. Misc. 9 pl. 321, text"	https://biodiversitylibrary.org/page/40319196
1452	GALLIFORMES	Phasianidae	Lophura ignita rufa	(Raffles)	1822	Trans. Linn. Soc. London (Ser. 1) 13: 321	https://biodiversitylibrary.org/page/755067
1453	GALLIFORMES	Phasianidae	Lophura ignita macartneyi	(Temminck)	1813	Hist. Nat. Pig. Gallin. 2: 273	https://biodiversitylibrary.org/page/41905247
1454	GALLIFORMES	Phasianidae	Lophura ignita nobilis	"(Sclater, PL)"	1863	Proc. Zool. Soc. London (1863): 119 pl. 16	https://biodiversitylibrary.org/page/30681433
1455	GALLIFORMES	Phasianidae	Lophura ignita ignita	(Shaw)	1798	"Nat. Misc. 9 pl. 321, text"	https://biodiversitylibrary.org/page/40319196
1456	GALLIFORMES	Phasianidae	Lophura diardi	(Bonaparte)	1856	Compt. Rend. 43: 415	https://biodiversitylibrary.org/page/1210951
1457	GALLIFORMES	Phasianidae	Lophura bulweri	(Sharpe)	1874	Ann. Mag. Nat. Hist. (Ser. 4) 14: 373	https://biodiversitylibrary.org/page/19210204
1458	GALLIFORMES	Phasianidae	Crossoptilon	Hodgson	1838		
1459	GALLIFORMES	Phasianidae	Crossoptilon crossoptilon	(Hodgson)	1838	J. Asiat. Soc. Bengal 7 (2): 864	https://biodiversitylibrary.org/page/40004720
1460	GALLIFORMES	Phasianidae	Crossoptilon crossoptilon dolani	Meyer de Schauensee	1937	Proc. Acad. Nat. Sci. Philadelphia 89: 339	
1461	GALLIFORMES	Phasianidae	Crossoptilon crossoptilon crossoptilon	(Hodgson)	1838	J. Asiat. Soc. Bengal 7 (2): 864	https://biodiversitylibrary.org/page/40004720
1462	GALLIFORMES	Phasianidae	Crossoptilon crossoptilon lichiangense	Delacour	1945	Zoologica 30: 45	https://biodiversitylibrary.org/page/52279432
1463	GALLIFORMES	Phasianidae	Crossoptilon crossoptilon drouynii	"Verreaux, J"	1868	Nouv. Arch. Mus. d'Hist. Nat. Bull. 4 fasc. 2: 85 pl. 3	https://biodiversitylibrary.org/page/13958825
1464	GALLIFORMES	Phasianidae	Crossoptilon harmani	Elwes	1881	Ibis (Ser. 4) 5: 399 pl. 13	https://biodiversitylibrary.org/page/16251672
1465	GALLIFORMES	Phasianidae	Crossoptilon mantchuricum	Swinhoe	1863	Proc. Zool. Soc. London (1862): 287	https://biodiversitylibrary.org/page/28627269
1466	GALLIFORMES	Phasianidae	Crossoptilon auritum	(Pallas)	1811	Zoogr. Rosso-Asiat. 2: 86	https://biodiversitylibrary.org/page/29114983
1467	GALLIFORMES	Phasianidae	Catreus	Cabanis	1851		
1468	GALLIFORMES	Phasianidae	Catreus wallichii	(Hardwicke)	1827	Trans. Linn. Soc. London (Ser. 1) 15: 166	https://biodiversitylibrary.org/page/778412
1469	GALLIFORMES	Phasianidae	Syrmaticus	Wagler	1832		
1470	GALLIFORMES	Phasianidae	Syrmaticus ellioti	(Swinhoe)	1872	Proc. Zool. Soc. London (1872): 550	https://biodiversitylibrary.org/page/28611954
1471	GALLIFORMES	Phasianidae	Syrmaticus humiae	(Hume)	1881	Stray Feathers 9: 461	https://biodiversitylibrary.org/page/29834800
1472	GALLIFORMES	Phasianidae	Syrmaticus humiae humiae	(Hume)	1881	Stray Feathers 9: 461	https://biodiversitylibrary.org/page/29834800
1473	GALLIFORMES	Phasianidae	Syrmaticus humiae burmanicus	(Oates)	1898	Ibis (Ser. 7) 4: 124	https://biodiversitylibrary.org/page/8761712
1474	GALLIFORMES	Phasianidae	Syrmaticus mikado	(Ogilvie-Grant)	1906	Bull. B.O.C. 16: 122	https://biodiversitylibrary.org/page/32432806
1475	GALLIFORMES	Phasianidae	Syrmaticus soemmerringii	(Temminck)	1830	"Pl. Col. livr. 82 pl. 487, 488"	
1476	GALLIFORMES	Phasianidae	Syrmaticus soemmerringii scintillans	(Gould)	1866	Ann. Mag. Nat. Hist. (Ser. 3) 17: 150	https://biodiversitylibrary.org/page/16057179
1477	GALLIFORMES	Phasianidae	Syrmaticus soemmerringii subrufus	"(Kuroda, Nagamichi)"	1919	Dobutsu. Zasshi 31: 311	https://biodiversitylibrary.org/page/10067924
1478	GALLIFORMES	Phasianidae	Syrmaticus soemmerringii intermedius	"(Kuroda, Nagamichi)"	1919	Dobutsu. Zasshi 31: 312	https://biodiversitylibrary.org/page/10067923
1479	GALLIFORMES	Phasianidae	Syrmaticus soemmerringii soemmerringii	(Temminck)	1830	"Pl. Col. livr. 82 pl. 487, 488"	
1480	GALLIFORMES	Phasianidae	Syrmaticus soemmerringii ijimae	(Dresser)	1902	Ibis (Ser. 8) 2: 656	https://biodiversitylibrary.org/page/35771679
1481	GALLIFORMES	Phasianidae	Syrmaticus reevesii	"(Gray, JE)"	1829	Anim. Kingd. 8: 25	https://biodiversitylibrary.org/page/33169855
1482	GALLIFORMES	Phasianidae	Phasianus	Linnaeus	1758		
1483	GALLIFORMES	Phasianidae	Phasianus colchicus	Linnaeus	1758	Syst. Nat. (ed. 10) 1: 158	https://biodiversitylibrary.org/page/727065
1484	GALLIFORMES	Phasianidae	Phasianus colchicus septentrionalis	"Lorenz, T"	1889	J. für Orn. (Ser .4) 36: 572	https://biodiversitylibrary.org/page/32705276
1485	GALLIFORMES	Phasianidae	Phasianus colchicus colchicus	Linnaeus	1758	Syst. Nat. (ed. 10) 1: 158	https://biodiversitylibrary.org/page/727065
1486	GALLIFORMES	Phasianidae	Phasianus colchicus talischensis	"Lorenz, T"	1889	J. für Orn. (Ser .4) 36: 571	https://biodiversitylibrary.org/page/32705275
1487	GALLIFORMES	Phasianidae	Phasianus colchicus persicus	Severtsov	1875	Bull. Soc. Imp. Nat. Moscou 48 (3): 208	https://biodiversitylibrary.org/page/34274270
1488	GALLIFORMES	Phasianidae	Phasianus colchicus principalis	"Sclater, PL"	1885	Proc. Zool. Soc. London (1885): 324 pl. 32	https://biodiversitylibrary.org/page/28697307
1489	GALLIFORMES	Phasianidae	Phasianus colchicus chrysomelas	Severtsov	1875	Bull. Soc. Imp. Nat. Moscou 48 (3) : 207	https://biodiversitylibrary.org/page/34274269
1490	GALLIFORMES	Phasianidae	Phasianus colchicus zarudnyi	Buturlin	1904	Ibis (Ser. 8) 4: 390	https://biodiversitylibrary.org/page/25210737
1491	GALLIFORMES	Phasianidae	Phasianus colchicus bianchii	Buturlin	1904	Ibis (Ser. 8) 4: 393	https://biodiversitylibrary.org/page/25210740
1492	GALLIFORMES	Phasianidae	Phasianus colchicus zerafschanicus	Tarnovski	1891	The Field 77 no. 1995: 409	
1493	GALLIFORMES	Phasianidae	Phasianus colchicus turcestanicus	"Lorenz, T"	1896	Orn. Monatsb. 4: 189	https://biodiversitylibrary.org/page/8769719
1494	GALLIFORMES	Phasianidae	Phasianus colchicus mongolicus	"Brandt, JF"	1844	Bull. Cl. Phys. Acad. Imp. Sci. St. Petersb. 3 no. no. 4 col. 51	https://biodiversitylibrary.org/page/45978222
1495	GALLIFORMES	Phasianidae	Phasianus colchicus shawii	"Elliot, DG"	1870	Proc. Zool. Soc. London (1870): 403	https://biodiversitylibrary.org/page/28555259
1496	GALLIFORMES	Phasianidae	Phasianus colchicus tarimensis	Pleske	1889	Proc. Zool. Soc. London (1888): 415	https://biodiversitylibrary.org/page/31825900
1497	GALLIFORMES	Phasianidae	Phasianus colchicus vlangalii	Przewalski	1876	Mongol. Strana Tangut. 2: 116 pl. 16	
1498	GALLIFORMES	Phasianidae	Phasianus colchicus strauchi	Przewalski	1876	Mongol. Strana Tangut. 2: 119 pl. 17	
1499	GALLIFORMES	Phasianidae	Phasianus colchicus sohokhotensis	Buturlin	1908	Ibis (Ser. 9) 2: 576	https://biodiversitylibrary.org/page/8771590
1500	GALLIFORMES	Phasianidae	Phasianus colchicus satscheuensis	Pleske	1892	Bull. Cl. Phys. Acad. Imp. Sci. St. Petersb. 13: p. 296	
1501	GALLIFORMES	Phasianidae	Phasianus colchicus hagenbecki	Rothschild	1901	Bull. B.O.C. 12: 20	https://biodiversitylibrary.org/page/37116588
1502	GALLIFORMES	Phasianidae	Phasianus colchicus edzinensis	Sushkin	1926	Bull. B.O.C. 47: 35	https://biodiversitylibrary.org/page/40499006
1503	GALLIFORMES	Phasianidae	Phasianus colchicus alaschanicus	Alphéraky & Bianchi	1908	Annuaire Mus. Zool. Acad. Imp. Sci. St. Petersb. 12 : 452	https://biodiversitylibrary.org/page/9139587
1504	GALLIFORMES	Phasianidae	Phasianus colchicus kiangsuensis	Buturlin	1904	Ibis (Ser. 8) 4: 407	https://biodiversitylibrary.org/page/25210754
1505	GALLIFORMES	Phasianidae	Phasianus colchicus karpowi	Buturlin	1904	Orn. Monatsb. 12: 3	https://biodiversitylibrary.org/page/32585050
1506	GALLIFORMES	Phasianidae	Phasianus colchicus pallasi	Rothschild	1903	Bull. B.O.C. 13: 43	https://biodiversitylibrary.org/page/37116727
1507	GALLIFORMES	Phasianidae	Phasianus colchicus suehschanensis	Bianchi	1906	"Bull. Acad. Imp. Sci. St. Petersb. (Ser. 5) 24: 83, 84, 89"	
1508	GALLIFORMES	Phasianidae	Phasianus colchicus elegans	"Elliot, DG"	1870	Ann. Mag. Nat. Hist. (Ser. 4) 6: 312	https://biodiversitylibrary.org/page/29404832
1509	GALLIFORMES	Phasianidae	Phasianus colchicus decollatus	Swinhoe	1870	Proc. Zool. Soc. London (1870): 135	https://biodiversitylibrary.org/page/28554951
1510	GALLIFORMES	Phasianidae	Phasianus colchicus rothschildi	La Touche	1922	Bull. B.O.C. 42: 54	https://biodiversitylibrary.org/page/32428470
1511	GALLIFORMES	Phasianidae	Phasianus colchicus takatsukasae	Delacour	1927	Bull. B.O.C. 47: 151	https://biodiversitylibrary.org/page/40499166
1512	GALLIFORMES	Phasianidae	Phasianus colchicus torquatus	"Gmelin, JF"	1789	Syst. Nat. (ed. 12) 1: 742	https://biodiversitylibrary.org/page/2656237
1513	GALLIFORMES	Phasianidae	Phasianus colchicus formosanus	"Elliot, DG"	1870	Proc. Zool. Soc. London (1870): 406	https://biodiversitylibrary.org/page/28555262
1514	GALLIFORMES	Phasianidae	Phasianus versicolor	Vieillot	1825	Gal. Ois. 2: 23 pl. 205	https://biodiversitylibrary.org/page/58759570
1515	GALLIFORMES	Phasianidae	Phasianus versicolor robustipes	"Kuroda, Nagamichi"	1919	Dobutsu. Zasshi 31: 309	https://biodiversitylibrary.org/page/10067926
1516	GALLIFORMES	Phasianidae	Phasianus versicolor tohkaidi	Momiyama	1922	Dobutsu. Zasshi 34: 734	https://biodiversitylibrary.org/page/10218081
1517	GALLIFORMES	Phasianidae	Phasianus versicolor tanensis	"Kuroda, Nagamichi"	1919	Dobutsu. Zasshi 31: 310	https://biodiversitylibrary.org/page/10067925
1518	GALLIFORMES	Phasianidae	Phasianus versicolor versicolor	Vieillot	1825	Gal. Ois. 2: 23 pl. 205	https://biodiversitylibrary.org/page/58759570
1519	GALLIFORMES	Phasianidae	Chrysolophus	"Gray, JE"	1834		
1520	GALLIFORMES	Phasianidae	Chrysolophus pictus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 158	https://biodiversitylibrary.org/page/727065
1521	GALLIFORMES	Phasianidae	Chrysolophus amherstiae	(Leadbeater)	1829	Trans. Linn. Soc. London (Ser. 1) 16: 129 pl. 15	https://biodiversitylibrary.org/page/762950
1522	GALLIFORMES	Phasianidae	Polyplectron	Temminck	1807		
1523	GALLIFORMES	Phasianidae	Polyplectron chalcurum	"Lesson, R"	1831	Traite d'Orn. livr. 7: 487	https://biodiversitylibrary.org/page/35997471
1524	GALLIFORMES	Phasianidae	Polyplectron chalcurum scutulatum	Chasen	1941	Treubia 18 suppl.: 17	
1525	GALLIFORMES	Phasianidae	Polyplectron chalcurum chalcurum	"Lesson, R"	1831	Traite d'Orn. livr. 7: 487	https://biodiversitylibrary.org/page/35997471
1526	GALLIFORMES	Phasianidae	Polyplectron inopinatum	(Rothschild)	1903	Bull. B.O.C. 13: 41	https://biodiversitylibrary.org/page/37116725
1527	GALLIFORMES	Phasianidae	Polyplectron germaini	"Elliot, DG"	1866	Ibis (Ser. 2) 2: 56	https://biodiversitylibrary.org/page/56940817
1528	GALLIFORMES	Phasianidae	Polyplectron bicalcaratum	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 156	https://biodiversitylibrary.org/page/727063
1529	GALLIFORMES	Phasianidae	Polyplectron katsumatae	Rothschild	1906	Bull. B.O.C. 16: 111	https://biodiversitylibrary.org/page/32432795
1530	GALLIFORMES	Phasianidae	Polyplectron malacense	(Scopoli)	1786	Del. Flor. Faun. Insubr. 2: 93	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427
1531	GALLIFORMES	Phasianidae	Polyplectron schleiermacheri	Brüggemann	1877	Der Zoologische Garten 18: 214	https://biodiversitylibrary.org/page/55289517
1532	GALLIFORMES	Phasianidae	Polyplectron napoleonis	"Lesson, R"	1831	"Traite d'Orn. livr. 8: 487, 650"	https://biodiversitylibrary.org/page/35997471
1533	GALLIFORMES	Phasianidae	Rheinardia	Maingonnat	1882		
1534	GALLIFORMES	Phasianidae	Rheinardia ocellata	"(Elliot, DG)"	1871	Ann. Mag. Nat. Hist. (Ser. 4) 8: 119	https://biodiversitylibrary.org/page/19244295
