1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL										
8103	STRIGIFORMES	Strigidae	Otus spilocephalus huttoni	(Hume)	1870	Rough Notes: 393											
8104	STRIGIFORMES	Strigidae	Otus spilocephalus spilocephalus	(Blyth)	1846	J. Asiat. Soc. Bengal 15: 8	https://biodiversitylibrary.org/page/40122543										
8105	STRIGIFORMES	Strigidae	Otus spilocephalus latouchi	(Rickett)	1900	Bull. B.O.C. 10: 56	https://biodiversitylibrary.org/page/50789015										
8106	STRIGIFORMES	Strigidae	Otus spilocephalus hambroecki	(Swinhoe)	1870	Ann. Mag. Nat. Hist. (Ser. 4) 6: 153	https://biodiversitylibrary.org/page/29404660										
8107	STRIGIFORMES	Strigidae	Otus spilocephalus siamensis	Robinson & Kloss	1922	J. Fed. Malay St. Mus. 10: 261	https://biodiversitylibrary.org/page/19064306										
8108	STRIGIFORMES	Strigidae	Otus spilocephalus vulpes	(Ogilvie-Grant)	1906	Bull. B.O.C. 19: 11	https://biodiversitylibrary.org/page/32433093										
8109	STRIGIFORMES	Strigidae	Otus spilocephalus vandewateri	(Robinson & Kloss)	1916	J. Str. Branch R. As. Soc. no. 73: 275	https://biodiversitylibrary.org/page/41809751										
8110	STRIGIFORMES	Strigidae	Otus spilocephalus luciae	(Sharpe)	1888	Ibis (Ser. 5) 6: 478	https://biodiversitylibrary.org/page/16280230										
8111	STRIGIFORMES	Strigidae	Otus angelinae	(Finsch)	1912	Orn. Monatsb. 20: 156	https://biodiversitylibrary.org/page/32584357										
8112	STRIGIFORMES	Strigidae	Otus mirus	Ripley & Rabor	1968	Proc. Biol. Soc. Wash. 81: 31	https://biodiversitylibrary.org/page/34605570										
8113	STRIGIFORMES	Strigidae	Otus longicornis	(Ogilvie-Grant)	1894	Bull. B.O.C. 3: 51	https://biodiversitylibrary.org/page/32475265										
8114	STRIGIFORMES	Strigidae	Otus mindorensis	"(Whitehead, J)"	1899	Ibis (Ser. 7) 5: 98	https://biodiversitylibrary.org/page/9035623										
8115	STRIGIFORMES	Strigidae	Otus hartlaubi	(Giebel)	1872	Thesaurus Orn. 1: 448											
8116	STRIGIFORMES	Strigidae	Otus madagascariensis	"(Grandidier, A)"	1867	"Rev. Mag. Zool. (Ser. 2) 19: 85, 86"	https://biodiversitylibrary.org/page/2704265										
8117	STRIGIFORMES	Strigidae	Otus rutilus	(Pucheran)	1849	"Rev. Mag. Zool. (Ser. 2) 1: 29, note"	https://biodiversitylibrary.org/page/2343264										
8118	STRIGIFORMES	Strigidae	Otus mayottensis	Benson	1960	Trans. Zool. Soc. London 9: 145	https://biodiversitylibrary.org/page/30864931										
8119	STRIGIFORMES	Strigidae	Otus pauliani	Benson	1960	Ibis 103B no. 1: 61											
8120	STRIGIFORMES	Strigidae	Otus capnodes	(Gurney Sr)	1889	Ibis (Ser. 6) 1:104	https://biodiversitylibrary.org/page/16280484										
8121	STRIGIFORMES	Strigidae	Otus moheliensis	Lafontaine & Moulaert	1998	J. Afr. Zool. 112: 165	"https://www.biologicaldiversity.org/campaigns/global_owl_project/descriptions/Otus/Otus%20moheliensis%20(Lafontaine%20&%20Moulaert)%201998,%20Journal%20of%20African%20Zoology,%20112(2),%20pages%20163-169..pdf"										
8122	STRIGIFORMES	Strigidae	Otus grucheti	"(Mourer-Chauviré, Bour, Moutou & Ribes)"	1994												
8123	STRIGIFORMES	Strigidae	Otus sauzieri	"(Newton, E & Gadow)"	1893												
8124	STRIGIFORMES	Strigidae	Otus murivorus	(Milne-Edwards)	1873												
8125	STRIGIFORMES	Strigidae	Otus pembaensis	Pakenham	1937	Bull. B.O.C. 57: 112	https://biodiversitylibrary.org/page/40497993										
8126	STRIGIFORMES	Strigidae	Otus scops	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 92	https://biodiversitylibrary.org/page/764490										
8127	STRIGIFORMES	Strigidae	Otus scops scops	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 92	https://biodiversitylibrary.org/page/764490										
8128	STRIGIFORMES	Strigidae	Otus scops mallorcae	Jordans	1923	Falco 19 Sonderheft: 5	https://biodiversitylibrary.org/page/16340624										
8129	STRIGIFORMES	Strigidae	Otus scops cycladum	(Tschusi)	1904	Orn. Jahrb. 15: 104	https://biodiversitylibrary.org/page/49841158										
8130	STRIGIFORMES	Strigidae	Otus scops turanicus	(Loudon)	1905	Orn. Monatsb. 13: 129	https://biodiversitylibrary.org/page/32582164										
8131	STRIGIFORMES	Strigidae	Otus scops pulchellus	(Pallas)	1771	Reise Versch. Provin. Russ. Reichs 1: 456											
8132	STRIGIFORMES	Strigidae	Otus cyprius	(Madarász)	1901	Termes. Fuzet. 24: 272	https://biodiversitylibrary.org/page/13453291										
8133	STRIGIFORMES	Strigidae	Otus brucei	(Hume)	1872	Stray Feathers 1: 8	https://biodiversitylibrary.org/page/30006932										
8134	STRIGIFORMES	Strigidae	Otus brucei exiguus	Mukherjee	1958	"Rec. Ind. Mus. 53: 301, 302"											
8135	STRIGIFORMES	Strigidae	Otus brucei obsoletus	(Cabanis)	1875	J. für Orn. (Ser. 4) 23: 126	https://biodiversitylibrary.org/page/32697970										
8136	STRIGIFORMES	Strigidae	Otus brucei brucei	(Hume)	1872	Stray Feathers 1: 8	https://biodiversitylibrary.org/page/30006932										
8137	STRIGIFORMES	Strigidae	Otus brucei semenowi	(Zarudny & Härms)	1902	Orn. Monatsb. 10: 49	https://biodiversitylibrary.org/page/32583822										
8138	STRIGIFORMES	Strigidae	Otus pamelae	"Bates, GL"	1937	Bull. B.O.C. 57: 150	https://biodiversitylibrary.org/page/40498033										
8139	STRIGIFORMES	Strigidae	Otus senegalensis	(Swainson)	1837	Birds W. Afr. 1: 127											
8140	STRIGIFORMES	Strigidae	Otus senegalensis	(Swainson)	1837	Birds W. Afr. 1: 127											
8141	STRIGIFORMES	Strigidae	Otus senegalensis senegalensis	(Swainson)	1837	Birds W. Afr. 1: 127											
8142	STRIGIFORMES	Strigidae	Otus senegalensis senegalensis	(Swainson)	1837	Birds W. Afr. 1: 127											
8143	STRIGIFORMES	Strigidae	Otus senegalensis nivosus	Keith & Twomey	1968	Ibis 110: 538											
8144	STRIGIFORMES	Strigidae	Otus senegalensis nivosus	Keith & Twomey	1968	Ibis 110: 538											
8145	STRIGIFORMES	Strigidae	Otus feae	(Salvadori)	1903	Mem. R. Accad. Sci. Torino (Ser. 2) 53: 95	https://biodiversitylibrary.org/page/5777758										
8146	STRIGIFORMES	Strigidae	Otus socotranus	"(Ogilvie-Grant & Forbes, HO)"	1899	Bull. Liverp. Mus. 2: 2	https://biodiversitylibrary.org/page/12801242										
8147	STRIGIFORMES	Strigidae	Otus sunia	(Hodgson)	1836	As. Res. 19: 175	https://biodiversitylibrary.org/page/43118068										
8148	STRIGIFORMES	Strigidae	Otus sunia japonicus	Temminck & Schlegel	1845	Fauna Jap. Aves 4: 27 pl. 9	https://biodiversitylibrary.org/page/53188707										
8149	STRIGIFORMES	Strigidae	Otus sunia stictonotus	(Sharpe)	1875	Cat. Birds Brit. Mus. 2: 54 pl. 3 fig. 2	https://biodiversitylibrary.org/page/8306668										
8150	STRIGIFORMES	Strigidae	Otus sunia malayanus	(Hay)	1845	Madras J. Lit. Sci. 13 (31): 147	https://biodiversitylibrary.org/page/46472808										
8151	STRIGIFORMES	Strigidae	Otus sunia sunia	(Hodgson)	1836	As. Res. 19: 175	https://biodiversitylibrary.org/page/43118068										
8152	STRIGIFORMES	Strigidae	Otus sunia distans	Friedmann & Deignan	1939	J. Wash. Acad. Sci. 29: 287	https://biodiversitylibrary.org/page/39699699										
8153	STRIGIFORMES	Strigidae	Otus sunia rufipennis	(Sharpe)	1875	Cat. Birds Brit. Mus. 2: 60	https://biodiversitylibrary.org/page/8306674										
8154	STRIGIFORMES	Strigidae	Otus sunia leggei	Ticehurst	1923	Ibis (Ser. 11) 5: 242											
8155	STRIGIFORMES	Strigidae	Otus sunia modestus	(Walden)	1874	Ann. Mag. Nat. Hist. (Ser. 4) 13: 123	https://biodiversitylibrary.org/page/24342511										
8156	STRIGIFORMES	Strigidae	Otus sunia nicobaricus	(Hume)	1876	Stray Feathers 4: 283	https://biodiversitylibrary.org/page/30028171										
8157	STRIGIFORMES	Strigidae	Otus elegans	(Cassin)	1852	Proc. Acad. Nat. Sci. Philadelphia 6: 185	https://biodiversitylibrary.org/page/1779721										
8158	STRIGIFORMES	Strigidae	Otus elegans interpositus	"Kuroda, Nagamichi"	1923	Bull. B.O.C. 43: 122	https://biodiversitylibrary.org/page/32428721										
8159	STRIGIFORMES	Strigidae	Otus elegans elegans	(Cassin)	1852	Proc. Acad. Nat. Sci. Philadelphia 6: 185	https://biodiversitylibrary.org/page/1779721										
8160	STRIGIFORMES	Strigidae	Otus elegans botelensis	"Kuroda, Nagamichi"	1928	Tori 5 suppl: 26	https://doi.org/10.3838/jjo1915.5.25_en25										
8161	STRIGIFORMES	Strigidae	Otus elegans calayensis	McGregor	1904	Bull. Philip. Mus. no. 4: 18	https://biodiversitylibrary.org/page/38846543										
8162	STRIGIFORMES	Strigidae	Otus magicus	"(Müller, S)"	1841	"Verh. Nat. Gesch. [Temminck] Land-Volk. no. 4: 110, note"	https://biodiversitylibrary.org/page/56901948										
8163	STRIGIFORMES	Strigidae	Otus magicus morotensis	(Sharpe)	1875	Cat. Birds Brit. Mus. 2: 75 pl. 7 fig. 1	https://biodiversitylibrary.org/page/8306689										
8164	STRIGIFORMES	Strigidae	Otus magicus leucospilus	"(Gray, GR)"	1861	Proc. Zool. Soc. London (1861): 344	https://biodiversitylibrary.org/page/12866912										
8165	STRIGIFORMES	Strigidae	Otus magicus obira	Jany	1955	J. für Orn. 96: 106											
8166	STRIGIFORMES	Strigidae	Otus magicus magicus	"(Müller, S)"	1841	"Verh. Nat. Gesch. [Temminck] Land-Volk. no. 4: 110, note"	https://biodiversitylibrary.org/page/56901948										
8167	STRIGIFORMES	Strigidae	Otus magicus albiventris	(Sharpe)	1875	Cat. Birds Brit. Mus. 2: 78 pl. 8 fig. 1	https://biodiversitylibrary.org/page/8306692										
8168	STRIGIFORMES	Strigidae	Otus magicus tempestatis	"(Hartert, E)"	1904	Novit. Zool. 11: 190	https://biodiversitylibrary.org/page/3858917										
8169	STRIGIFORMES	Strigidae	Otus sulaensis	"(Hartert, E)"	1898	Novit. Zool. 10: 21	https://biodiversitylibrary.org/page/15771080										
8170	STRIGIFORMES	Strigidae	Otus beccarii	(Salvadori)	1876	Ann. Mus. Civ. Stor. Nat. Genova 7: 906	https://biodiversitylibrary.org/page/34621355										
8171	STRIGIFORMES	Strigidae	Otus manadensis	(Quoy & Gaimard)	1832	Voy. Astrolabe Zool. 1: 170 Atlas Ois. pl. 2 fig. 2 2											
8172	STRIGIFORMES	Strigidae	Otus manadensis manadensis	(Quoy & Gaimard)	1832	Bull. B.O.C. 59: 106	https://biodiversitylibrary.org/page/40513566										
8173	STRIGIFORMES	Strigidae	Otus manadensis mendeni	Neumann	1939	Bull. B.O.C. 1: 4	https://biodiversitylibrary.org/page/32475158										
8174	STRIGIFORMES	Strigidae	Otus manadensis kalidupae	"(Hartert, E)"	1903	Voy. Astrolabe Zool. 1: 170 Atlas Ois. pl. 2											
8175	STRIGIFORMES	Strigidae	Otus siaoensis	(Schlegel)	1873	Mus. Hist. Pays-Bas Rev. Meth. Crit. Coll. livr. 10 no. 36 Aves Noctuae: 13											
8176	STRIGIFORMES	Strigidae	Otus siaoensis	(Schlegel)	1873	Mus. Hist. Pays-Bas Rev. Meth. Crit. Coll. livr. 10 no. 36 Aves Noctuae: 13											
8177	STRIGIFORMES	Strigidae	Otus collari	Lambert & Rasmussen	1998	Bull. B.O.C. 118: 207 pl. 4 note	https://biodiversitylibrary.org/page/40058715										
8178	STRIGIFORMES	Strigidae	Otus mantananensis	(Sharpe)	1892	Bull. Philip. Mus. no. 4: 17	https://biodiversitylibrary.org/page/38846542										
8179	STRIGIFORMES	Strigidae	Otus mantananensis mantananensis	(Sharpe)	1892	Bureau Govt Labs no. 25: 12											
8180	STRIGIFORMES	Strigidae	Otus mantananensis cuyensis	McGregor	1904	Bull. B.O.C. 1: 4	https://biodiversitylibrary.org/page/32475158										
8181	STRIGIFORMES	Strigidae	Otus mantananensis romblonis	McGregor	1905	Bull. B.O.C. 3: 9	https://biodiversitylibrary.org/page/32475223										
8182	STRIGIFORMES	Strigidae	Otus mantananensis sibutuensis	(Sharpe)	1893	Ibis 103B no. 1: 60											
8183	STRIGIFORMES	Strigidae	Otus insularis	(Tristram)	1880	Ibis (Ser. 4) 4: 458	https://biodiversitylibrary.org/page/31191959										
8184	STRIGIFORMES	Strigidae	Otus alius	Rasmussen	1998	Bull. B.O.C. 118: 143 pl. 3	https://biodiversitylibrary.org/page/40058645										
8185	STRIGIFORMES	Strigidae	Otus umbra	(Richmond)	1903	Proc. U.S. Natl. Mus. 26: 494	https://biodiversitylibrary.org/page/7612973										
8186	STRIGIFORMES	Strigidae	Otus enganensis	Riley	1927												
8187	STRIGIFORMES	Strigidae	Otus mentawi	Chasen & Kloss	1926	Ibis 66: 279											
8188	STRIGIFORMES	Strigidae	Otus brookii	(Sharpe)	1892	Bull. B.O.C. 1: 4	https://biodiversitylibrary.org/page/32475158										
8189	STRIGIFORMES	Strigidae	Otus brookii solokensis	"(Hartert, E)"	1893	Bull. B.O.C. 1: 39	https://biodiversitylibrary.org/page/32475143										
8190	STRIGIFORMES	Strigidae	Otus brookii brookii	(Sharpe)	1892	Bull. B.O.C. 1: 4	https://biodiversitylibrary.org/page/32475158										
8191	STRIGIFORMES	Strigidae	Otus bakkamoena	Pennant	1769	Indn. Zool.: 3 pl. 3	https://biodiversitylibrary.org/page/56772643										
8192	STRIGIFORMES	Strigidae	Otus bakkamoena deserticolor	Ticehurst	1922	Bull. B.O.C. 42: 57	https://biodiversitylibrary.org/page/32428473										
8193	STRIGIFORMES	Strigidae	Otus bakkamoena gangeticus	Ticehurst	1922	Bull. B.O.C. 42: 122	https://biodiversitylibrary.org/page/32428538										
8194	STRIGIFORMES	Strigidae	Otus bakkamoena marathae	Ticehurst	1922	Bull. B.O.C. 42: 122	https://biodiversitylibrary.org/page/32428538										
8195	STRIGIFORMES	Strigidae	Otus bakkamoena bakkamoena	Pennant	1769	Indn. Zool.: 3 pl. 3	https://biodiversitylibrary.org/page/56772643										
8196	STRIGIFORMES	Strigidae	Otus lettia	(Hodgson)	1836	As. Res. 19: 176	https://biodiversitylibrary.org/page/43118069										
8197	STRIGIFORMES	Strigidae	Otus lettia lettia	(Hodgson)	1836	As. Res. 19: 176	https://biodiversitylibrary.org/page/43118069										
8198	STRIGIFORMES	Strigidae	Otus lettia plumipes	(Hume)	1870	Rough Notes: 397											
8199	STRIGIFORMES	Strigidae	Otus lettia glabripes	(Swinhoe)	1870	Ann. Mag. Nat. Hist. (Ser. 4) 6: 152	https://biodiversitylibrary.org/page/29404659										
8200	STRIGIFORMES	Strigidae	Otus lettia erythrocampe	(Swinhoe)	1874	Ibis (Ser. 3) 4: 269	https://biodiversitylibrary.org/page/56942597										
8201	STRIGIFORMES	Strigidae	Otus lettia umbratilis	(Swinhoe)	1870	"Ibis (Ser. 2) 6: 342, note"	https://biodiversitylibrary.org/page/16187281										
8202	STRIGIFORMES	Strigidae	Otus semitorques	Temminck & Schlegel	1845	Fauna Jap. Aves 4: 24 pl. 8	https://biodiversitylibrary.org/page/53188704										
8203	STRIGIFORMES	Strigidae	Otus semitorques ussuriensis	(Buturlin)	1910	Mess. Orn. 1: 119	https://biodiversitylibrary.org/page/33529916										
8204	STRIGIFORMES	Strigidae	Otus semitorques semitorques	Temminck & Schlegel	1845	Fauna Jap. Aves 4: 24 pl. 8	https://biodiversitylibrary.org/page/53188704										
8205	STRIGIFORMES	Strigidae	Otus semitorques pryeri	(Gurney Sr)	1889	Ibis (Ser. 6) 1:302	https://biodiversitylibrary.org/page/16280682										
8206	STRIGIFORMES	Strigidae	Otus lempiji	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 140	https://biodiversitylibrary.org/page/754873										
8207	STRIGIFORMES	Strigidae	Otus lempiji lempiji	(Horsfield)	1821	Trans. Linn. Soc. London (Ser. 1) 13: 140	https://biodiversitylibrary.org/page/754873										
8208	STRIGIFORMES	Strigidae	Otus lempiji kangeanus	Mayr	1938	Bull. Raffles Mus. no. 14: 14											
8209	STRIGIFORMES	Strigidae	Otus lempiji lemurum	Deignan	1957	Proc. Biol. Soc. Wash. 70: 43	https://biodiversitylibrary.org/page/34647532										
8210	STRIGIFORMES	Strigidae	Otus megalotis	(Walden)	1875	Trans. Zool. Soc. London 9: 145	https://biodiversitylibrary.org/page/30864931										
8211	STRIGIFORMES	Strigidae	Otus nigrorum	Rand	1950	Nat. Hist. Misc. [Chicago] no. 72: 3											
8212	STRIGIFORMES	Strigidae	Otus everetti	(Tweeddale)	1879	Proc. Zool. Soc. London (1878): 942	https://biodiversitylibrary.org/page/28519660										
8213	STRIGIFORMES	Strigidae	Otus fuliginosus	(Sharpe)	1888	Ibis (Ser. 5) 6: 197	https://biodiversitylibrary.org/page/16279949										
8214	STRIGIFORMES	Strigidae	Otus silvicola	(Wallace)	1864	Proc. Zool. Soc. London (1863): 487	https://biodiversitylibrary.org/page/30681847										
8215	STRIGIFORMES	Strigidae	Otus jolandae	"Sangster, King, BF, Verbelen & Trainor"	2013	PLOS One http://dx.doi.org/10.1371/journal.pone.0053712	dx.doi.org/10.1371/journal.pone.0053712										
8216	STRIGIFORMES	Strigidae	Otus podarginus	(Hartlaub & Finsch)	1872												
8217	STRIGIFORMES	Strigidae	Ptilopsis	Kaup	1848												
8218	STRIGIFORMES	Strigidae	Ptilopsis leucotis	(Temminck)	1820	Pl. Col. livr. 3 pl. 16											
8219	STRIGIFORMES	Strigidae	Ptilopsis granti	(Kollibay)	1910	Orn. Monatsb. 18: 148	https://biodiversitylibrary.org/page/32585417										
8220	STRIGIFORMES	Strigidae	Pseudoscops	Kaup	1848												
8221	STRIGIFORMES	Strigidae	Pseudoscops grammicus	(Gosse)	1847	Birds Jamaica: 19	https://biodiversitylibrary.org/page/14455558										
8222	STRIGIFORMES	Strigidae	Asio	Brisson	1760												
8223	STRIGIFORMES	Strigidae	Asio clamator	(Vieillot)	1808	Hist. Nat. Ois. Am. Sept. 1 [1807]: 52 pl. 20	https://biodiversitylibrary.org/page/47004141										
8224	STRIGIFORMES	Strigidae	Asio clamator clamator	(Vieillot)	1808	Hist. Nat. Ois. Am. Sept. 1 [1807]: 52 pl. 20	https://biodiversitylibrary.org/page/47004141										
8225	STRIGIFORMES	Strigidae	Asio clamator midas	(Schlegel)	1862	"Mus. Hist. Pays-Bas Rev. Meth. Crit. Coll. livr. 2 no. 11 Oti: 2, 3"											
8226	STRIGIFORMES	Strigidae	Asio clamator oberi	"(Kelso, EH)"	1936	Auk 53: 82	https://sora.unm.edu/sites/default/files/journals/auk/v053n01/p0082-p0082.pdf										
8227	STRIGIFORMES	Strigidae	Asio clamator forbesi	(Lowery & Dalquest)	1951	Univ. Kansas Publ. Mus. Nat. Hist. 3: 576	https://biodiversitylibrary.org/page/2965226										
8228	STRIGIFORMES	Strigidae	Asio otus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 92	https://biodiversitylibrary.org/page/764490										
8229	STRIGIFORMES	Strigidae	Asio otus otus	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 92	https://biodiversitylibrary.org/page/764490										
8230	STRIGIFORMES	Strigidae	Asio otus canariensis	Madarász	1901	Orn. Monatsb. 9: 54	https://biodiversitylibrary.org/page/32692982										
8231	STRIGIFORMES	Strigidae	Asio otus tuftsi	Godfrey	1948	Can. Field Nat. 61: 196	https://biodiversitylibrary.org/page/28090465										
8232	STRIGIFORMES	Strigidae	Asio otus wilsonianus	"(Lesson, R)"	1830	Traite d'Orn. livr. 2: 110	https://biodiversitylibrary.org/page/35997094										
8233	STRIGIFORMES	Strigidae	Asio abyssinicus	(Guérin-Méneville)	1843	Rev. Zool. 6: 321	https://biodiversitylibrary.org/page/2271413										
8234	STRIGIFORMES	Strigidae	Asio abyssinicus abyssinicus	(Guérin-Méneville)	1843	Rev. Zool. 6: 321	https://biodiversitylibrary.org/page/2271413										
8235	STRIGIFORMES	Strigidae	Asio abyssinicus graueri	Sassi	1912	Anz. Akad. Wiss. Wien 49: 122	https://biodiversitylibrary.org/page/28039036										
8236	STRIGIFORMES	Strigidae	Asio madagascariensis	"(Smith, A)"	1834	S. Afr. Q. J. (Ser. 2) no. 4: 316	https://biodiversitylibrary.org/page/15968434										
8237	STRIGIFORMES	Strigidae	Asio stygius	(Wagler)	1832	Isis 25 col. 1221	https://biodiversitylibrary.org/page/26455530										
8238	STRIGIFORMES	Strigidae	Asio stygius stygius	(Wagler)	1832	Isis 25 col. 1221	https://biodiversitylibrary.org/page/26455530										
8239	STRIGIFORMES	Strigidae	Asio stygius siguapa	(d'Orbigny)	1839	Hist. Isla Cuba 3: 40 pl. 2	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=387										
8240	STRIGIFORMES	Strigidae	Asio stygius noctipetens	Riley	1916	Smiths. Misc. Coll. 66 (15): 1	https://biodiversitylibrary.org/page/29837650										
8241	STRIGIFORMES	Strigidae	Asio stygius barberoi	"Bertoni, AW"	1930	"Rev. Soc. Cient. Paraguay 2: 243, 246"											
8242	STRIGIFORMES	Strigidae	Asio stygius robustus	"Kelso, L"	1934	Auk 51: 522	https://sora.unm.edu/sites/default/files/journals/auk/v051n04/p0522-p0523.pdf										
8243	STRIGIFORMES	Strigidae	Asio stygius lambi	"Moore, RT"	1937	Proc. Biol. Soc. Wash. 50: 103	https://biodiversitylibrary.org/page/34510364										
8244	STRIGIFORMES	Strigidae	Asio flammeus	(Pontoppidan)	1763	Dansk. Atlas 1: 617 pl. 25											
8245	STRIGIFORMES	Strigidae	Asio flammeus flammeus	(Pontoppidan)	1763	Dansk. Atlas 1: 617 pl. 25											
8246	STRIGIFORMES	Strigidae	Asio flammeus domingensis	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 70	https://biodiversitylibrary.org/page/52710023										
8247	STRIGIFORMES	Strigidae	Asio flammeus suinda	(Vieillot)	1817	Nouv. Dict. d'Hist. Nat. 7: 34	https://biodiversitylibrary.org/page/18035781										
8248	STRIGIFORMES	Strigidae	Asio flammeus sandwichensis	"(Bloxam, A)"	1827	Voy. H.M.S. Blonde App. 3: 250	https://www.biodiversitylibrary.org/item/276684#page/302/mode/1up										
8249	STRIGIFORMES	Strigidae	Asio flammeus galapagoensis	(Gould)	1837	Proc. Zool. Soc. London pt 5: 10	https://biodiversitylibrary.org/page/30570895										
8250	STRIGIFORMES	Strigidae	Asio flammeus portoricensis	Ridgway	1882	Proc. U.S. Natl. Mus. 4: 366	https://biodiversitylibrary.org/page/15663526										
8251	STRIGIFORMES	Strigidae	Asio flammeus bogotensis	Chapman	1915	Bull. Am. Mus. Nat. Hist. 34: 370	http://hdl.handle.net/2246/821										
8252	STRIGIFORMES	Strigidae	Asio flammeus sanfordi	Bangs	1919	Proc. New Engl. Zool. Cl. 6: 97	https://biodiversitylibrary.org/page/12606470										
8253	STRIGIFORMES	Strigidae	Asio flammeus ponapensis	Mayr	1933	Am. Mus. Novit. 609: 1	http://hdl.handle.net/2246/3875										
8254	STRIGIFORMES	Strigidae	Asio flammeus pallidicaudus	Friedmann	1949	Smiths. Misc. Coll. 111 (9): 2	https://biodiversitylibrary.org/page/24729497										
8255	STRIGIFORMES	Strigidae	Asio flammeus cubensis	Garrido	2007	Solenodon 6: 70-76	http://www.caribbeanahigroup.org/pdf/solenodon6/10Asio.pdf										
8256	STRIGIFORMES	Strigidae	Asio capensis	"(Smith, A)"	1834	S. Afr. Q. J. (Ser. 2) no. 4: 316	https://biodiversitylibrary.org/page/15968434										
8257	STRIGIFORMES	Strigidae	Asio capensis capensis	"(Smith, A)"	1834	S. Afr. Q. J. (Ser. 2) no. 4: 316	https://biodiversitylibrary.org/page/15968434										
8258	STRIGIFORMES	Strigidae	Asio capensis tingitanus	(Loche)	1867	Hist. Nat. Ois. [Loche] 1: 99											
8259	STRIGIFORMES	Strigidae	Asio capensis hova	Stresemann	1922	Orn. Monatsb. 30: 64	https://biodiversitylibrary.org/page/32597935										
8260	STRIGIFORMES	Strigidae	Asio solomonensis	"(Hartert, E)"	1901	Bull. B.O.C. 12: 25	https://biodiversitylibrary.org/page/37116593										
8261	STRIGIFORMES	Strigidae	Jubula	"Bates, GL"	1929												
8262	STRIGIFORMES	Strigidae	Jubula lettii	(Büttikofer)	1889	Notes Leyden Mus. 11: 34	https://biodiversitylibrary.org/page/9636924										
8263	STRIGIFORMES	Strigidae	Bubo	Duméril	1805												
8264	STRIGIFORMES	Strigidae	Bubo scandiacus	(Linnaeus)	1758	Syst. Nat. (ed.10) 1: 92	https://www.biodiversitylibrary.org/page/764490										
8265	STRIGIFORMES	Strigidae	Bubo virginianus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 287	https://biodiversitylibrary.org/page/2896887										
8266	STRIGIFORMES	Strigidae	Bubo virginianus virginianus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 287	https://biodiversitylibrary.org/page/2896887										
8267	STRIGIFORMES	Strigidae	Bubo virginianus nacurutu	(Vieillot)	1817	Nouv. Dict. d'Hist. Nat. 7: 44	https://biodiversitylibrary.org/page/18035791										
8268	STRIGIFORMES	Strigidae	Bubo virginianus subarcticus	"Hoy, PR"	1853	Proc. Acad. Nat. Sci. Philadelphia 6: 211	https://biodiversitylibrary.org/page/1779747										
8269	STRIGIFORMES	Strigidae	Bubo virginianus pacificus	Cassin	1854	Ill. Birds Cal. Tex. Or. Br. Russ. Am.: 178	https://biodiversitylibrary.org/page/27214299										
8270	STRIGIFORMES	Strigidae	Bubo virginianus saturatus	Ridgway	1877	"Rep. Geol. Expl. 40th Parallel 4 Orn.: 572, note"	https://biodiversitylibrary.org/page/33498234										
8271	STRIGIFORMES	Strigidae	Bubo virginianus nigrescens	Berlepsch	1884	Proc. Zool. Soc. London (1884): 309	https://biodiversitylibrary.org/page/30826627										
8272	STRIGIFORMES	Strigidae	Bubo virginianus pallescens	Stone	1897	Am. Nat. 31: 237	https://biodiversitylibrary.org/page/41432371										
8273	STRIGIFORMES	Strigidae	Bubo virginianus mayensis	Nelson	1901	Proc. Biol. Soc. Wash. 14: 170	https://biodiversitylibrary.org/page/3793157										
8274	STRIGIFORMES	Strigidae	Bubo virginianus elachistus	Brewster	1902	Bull. Mus. Comp. Zool. 41: 96	https://biodiversitylibrary.org/page/2947938										
8275	STRIGIFORMES	Strigidae	Bubo virginianus algistus	(Oberholser)	1904	"Proc. U.S. Natl. Mus. 27: 178, 190"	https://biodiversitylibrary.org/page/7730131										
8276	STRIGIFORMES	Strigidae	Bubo virginianus lagophonus	(Oberholser)	1904	"Proc. U.S. Natl. Mus. 27: 178, 185"	https://biodiversitylibrary.org/page/7730131										
8277	STRIGIFORMES	Strigidae	Bubo virginianus heterocnemis	(Oberholser)	1904	"Proc. U.S. Natl. Mus. 27: 178, 187"	https://biodiversitylibrary.org/page/7730131										
8278	STRIGIFORMES	Strigidae	Bubo virginianus mesembrinus	(Oberholser)	1904	"Proc. U.S. Natl. Mus. 27: 178, 179"	https://biodiversitylibrary.org/page/7730131										
8279	STRIGIFORMES	Strigidae	Bubo virginianus deserti	Reiser	1905	Anz. Akad. Wiss. Wien 42: 324											
