Taxon ORDER Family TBrLenx1000
_00776_Buceros_rhinoceros BUCEROTIFORMES Bucerotidae 0.0020128
_00771_Lophoceros_camurus BUCEROTIFORMES Bucerotidae 0.0026658
_00769_Bucorvus_leadbeateri BUCEROTIFORMES Bucorvidae 0.0027941
_00769_Bucorvus_abyssinicus BUCEROTIFORMES Bucorvidae 0.0021679
_00766_Upupa_epops BUCEROTIFORMES Upupidae 0.0027584
_00767_Phoeniculus_purpureus BUCEROTIFORMES Phoeniculidae 0.0023294
_00768_Rhinopomastus_cyanomelas BUCEROTIFORMES Phoeniculidae 0.002192
_00763_Apaloderma_vittatum TROGONIFORMES Trogonidae 0.0024488
_00763_Apaloderma_aequatoriale TROGONIFORMES Trogonidae 0.0020128
_00763_Apaloderma_narina TROGONIFORMES Trogonidae 0.0020128
_00762_Trogon_personatus TROGONIFORMES Trogonidae 0.0027312
_00762_Trogon_elegans TROGONIFORMES Trogonidae 0.0020128
_00760_Pharomachrus_auriceps TROGONIFORMES Trogonidae 0.0020128
_00758_Leptosomus_discolor LEPTOSOMIFORMES Leptosomidae 0.0026438
_00756_Colius_colius COLIIFORMES Coliidae 0.0020128
_00756_Colius_striatus COLIIFORMES Coliidae 0.0020128
_00757_Urocolius_indicus COLIIFORMES Coliidae 0.0026047
_00755_Strix_varia STRIGIFORMES Strigidae 0.0021902
_00755_Strix_occidentalis STRIGIFORMES Strigidae 0.0025085
_00739_Athene_cunicularia STRIGIFORMES Strigidae 0.0023337
_00730_Tyto_alba STRIGIFORMES Tytonidae 0.0025621
_00731_Phodilus_badius STRIGIFORMES Tytonidae 0.0020128
_00702_Aquila_chrysaetos ACCIPITRIFORMES Accipitridae 0.0024053
_00729_Buteo_jamaicensis ACCIPITRIFORMES Accipitridae 0.0021542
_00714_Haliaeetus_albicilla ACCIPITRIFORMES Accipitridae 0.0020128
_00714_Haliaeetus_leucocephalus ACCIPITRIFORMES Accipitridae 0.0020128
_00710_Accipiter_superciliosus ACCIPITRIFORMES Accipitridae 0.0028553
_00674_Elanoides_forficatus ACCIPITRIFORMES Accipitridae 0.0026779
_00664_Gampsonyx_swainsonii ACCIPITRIFORMES Accipitridae 0.0020128
_00663_Elanus_leucurus ACCIPITRIFORMES Accipitridae 0.0020128
_00662_Pandion_haliaetus ACCIPITRIFORMES Pandionidae 0.0023215
_00661_Sagittarius_serpentarius ACCIPITRIFORMES Sagittariidae 0.0024709
_00660_Cathartes_aura ACCIPITRIFORMES Cathartidae 0.0020128
_00660_Cathartes_burrovianus ACCIPITRIFORMES Cathartidae 0.0020128
_00658_Vultur_gryphus ACCIPITRIFORMES Cathartidae 0.0020128
_00657_Sarcoramphus_papa ACCIPITRIFORMES Cathartidae 0.0020128
_00572_Phaethon_lepturus PHAETHONTIFORMES Phaethontidae 0.0024322
_00572_Phaethon_rubricauda PHAETHONTIFORMES Phaethontidae 0.0022296
_00570_Rhynochetos_jubatus EURYPYGIFORMES Rhynochetidae 0.0020128
_00571_Eurypyga_helias EURYPYGIFORMES Eurypygidae 0.0025067
_00641_Ixobrychus_minutus PELECANIFORMES Ardeidae 0.0020597
_00648_Ardea_herodias PELECANIFORMES Ardeidae 0.0020128
_00651_Egretta_garzetta PELECANIFORMES Ardeidae 0.0020128
_00638_Cochlearius_cochlearius PELECANIFORMES Ardeidae 0.0024482
_00636_Tigrisoma_lineatum PELECANIFORMES Ardeidae 0.0025153
_00654_Pelecanus_crispus PELECANIFORMES Pelecanidae 0.0020128
_00654_Pelecanus_occidentalis PELECANIFORMES Pelecanidae 0.0020128
_00653_Balaeniceps_rex PELECANIFORMES Balaenicipitidae 1.134
_00652_Scopus_umbretta PELECANIFORMES Scopidae 0.0023514
_00633_Platalea_ajaja PELECANIFORMES Threskiornithidae 0.0020128
_00624_Nipponia_nippon PELECANIFORMES Threskiornithidae 0.0020185
_00630_Eudocimus_albus PELECANIFORMES Threskiornithidae 0.0028303
_00626_Theristicus_caerulescens PELECANIFORMES Threskiornithidae 0.0027005
_00619_Phalacrocorax_harrisi SULIFORMES Phalacrocoracidae 0.0021642
_00619_Phalacrocorax_auritus SULIFORMES Phalacrocoracidae 0.0025308
_00619_Phalacrocorax_brasilianus SULIFORMES Phalacrocoracidae 0.0020128
_00619_Phalacrocorax_carbo SULIFORMES Phalacrocoracidae 0.0022094
_00619_Phalacrocorax_pelagicus SULIFORMES Phalacrocoracidae 0.0023301
_00617_Anhinga_anhinga SULIFORMES Anhingidae 0.0021729
_00614_Morus_bassanus SULIFORMES Sulidae 0.0023654
_00614_Morus_serrator SULIFORMES Sulidae 0.0021806
_00616_Sula_leucogaster SULIFORMES Sulidae 0.0023194
_00613_Fregata_magnificens SULIFORMES Fregatidae 0.0025129
_00609_Ciconia_nigra CICONIIFORMES Ciconiidae 0.0029926
_00609_Ciconia_ciconia CICONIIFORMES Ciconiidae 0.0027281
_00607_Mycteria_americana CICONIIFORMES Ciconiidae 0.0026259
_00612_Leptoptilos_crumenifer CICONIIFORMES Ciconiidae 0.0026243
_00599_Pterodroma_externa PROCELLARIIFORMES Procellariidae 0.0025426
_00605_Pelecanoides_urinatrix PROCELLARIIFORMES Procellariidae 0.299388
_00603_Ardenna_grisea PROCELLARIIFORMES Procellariidae 0.002585
_00592_Fulmarus_glacialoides PROCELLARIIFORMES Procellariidae 0.0021067
_00592_Fulmarus_glacialis PROCELLARIIFORMES Procellariidae 0.002032
_00590_Oceanodroma_leucorhoa PROCELLARIIFORMES Hydrobatidae 0.0020128
_00590_Oceanodroma_tethys PROCELLARIIFORMES Hydrobatidae 0.0020128
_00582_Pelagodroma_marina PROCELLARIIFORMES Oceanitidae 0.0025184
_00580_Oceanites_oceanicus PROCELLARIIFORMES Oceanitidae 0.0027465
_00585_Phoebastria_nigripes PROCELLARIIFORMES Diomedeidae 0.29209
_00576_Eudyptula_minor SPHENISCIFORMES Spheniscidae 0.0021477
_00577_Spheniscus_humboldti SPHENISCIFORMES Spheniscidae 0.0022763
_00575_Pygoscelis_adeliae SPHENISCIFORMES Spheniscidae 0.0025286
_00574_Aptenodytes_patagonicus SPHENISCIFORMES Spheniscidae 0.0020394
_00574_Aptenodytes_forsteri SPHENISCIFORMES Spheniscidae 0.0023978
_00573_Gavia_immer GAVIIFORMES Gaviidae 0.0024165
_00573_Gavia_stellata GAVIIFORMES Gaviidae 0.00295
_00519_Arenaria_interpres CHARADRIIFORMES Scolopacidae 0.0020128
_00530_Tringa_solitaria CHARADRIIFORMES Scolopacidae 0.0020128
_00518_Limosa_lapponica CHARADRIIFORMES Scolopacidae 0.0028028
_00512_Jacana_jacana CHARADRIIFORMES Jacanidae 0.0025712
_00505_Rostratula_benghalensis CHARADRIIFORMES Rostratulidae 0.0020128
_00515_Thinocorus_orbignyianus CHARADRIIFORMES Thinocoridae 0.0027215
_00513_Pedionomus_torquatus CHARADRIIFORMES Pedionomidae 0.0023652
_00554_Sterna_hirundo CHARADRIIFORMES Laridae 0.414555
_00538_Rynchops_niger CHARADRIIFORMES Laridae 0.0021506
_00548_Larus_marinus CHARADRIIFORMES Laridae 0.0026629
_00543_Chroicocephalus_cirrocephalus CHARADRIIFORMES Laridae 0.0026032
_00560_Uria_aalge CHARADRIIFORMES Alcidae 0.0025808
_00535_Glareola_nuchalis CHARADRIIFORMES Glareolidae 0.0021177
_00535_Glareola_cinerea CHARADRIIFORMES Glareolidae 0.0020563
_00531_Dromas_ardeola CHARADRIIFORMES Dromadidae 0.0020873
_00482_Turnix_sylvaticus CHARADRIIFORMES Turnicidae 0.0023785
_00482_Turnix_ocellatus CHARADRIIFORMES Turnicidae 0.0028226
_00498_Charadrius_hiaticula CHARADRIIFORMES Charadriidae 0.0026914
_00498_Charadrius_vociferus CHARADRIIFORMES Charadriidae 0.002143
_00502_Phegornis_mitchellii CHARADRIIFORMES Charadriidae 0.0021913
_00492_Recurvirostra_americana CHARADRIIFORMES Recurvirostridae 0.0022534
_00488_Haematopus_palliatus CHARADRIIFORMES Haematopodidae 0.0029014
_00488_Haematopus_ater CHARADRIIFORMES Haematopodidae 0.0020128
_00484_Burhinus_bistriatus CHARADRIIFORMES Burhinidae 0.0028493
_00484_Burhinus_oedicnemus CHARADRIIFORMES Burhinidae 0.0022704
_00486_Chionis_albus CHARADRIIFORMES Chionidae 0.0023098
_00655_Opisthocomus_hoazin OPISTHOCOMIFORMES Opisthocomidae 2.35504
_00470_Antigone_canadensis GRUIFORMES Gruidae 0.0020128
_00468_Balearica_regulorum GRUIFORMES Gruidae 0.0020128
_00472_00946_Aramus_guarauna GRUIFORMES Aramidae 0.0020456
_00467_Psophia_crepitans GRUIFORMES Psophiidae 0.0028493
_00449_Porphyrio_porphyrio GRUIFORMES Rallidae 0.0020128
_00450_Micropygia_schomburgkii GRUIFORMES Rallidae 0.0020128
_00430_Rallus_longirostris GRUIFORMES Rallidae 0.0027369
_00430_Rallus_limicola GRUIFORMES Rallidae 0.0020128
_00459_Himantornis_haematopus GRUIFORMES Rallidae 0.0024211
_00419_Heliornis_fulica GRUIFORMES Heliornithidae 0.0027424
_00421_Sarothrura_elegans GRUIFORMES Sarothruridae 0.0027477
_00421_Sarothrura_rufa GRUIFORMES Sarothruridae 0.0020375
_00184_Streptoprocne_zonaris APODIFORMES Apodidae 0.0024018
_00187_Aerodramus_vanikorensis APODIFORMES Apodidae 0.0027167
_00195_Chaetura_pelagica APODIFORMES Apodidae 0.0020128
_00195_Chaetura_brachyura APODIFORMES Apodidae 0.0020128
_00182_Hemiprocne_comata APODIFORMES Hemiprocnidae 0.0029948
_00182_Hemiprocne_mystacea APODIFORMES Hemiprocnidae 0.0022114
_00273_Archilochus_colubris APODIFORMES Trochilidae 0.0020128
_00276_Calypte_anna APODIFORMES Trochilidae 0.0021433
_00213_Colibri_coruscans APODIFORMES Trochilidae 0.0026634
_00209_Phaethornis_griseogularis APODIFORMES Trochilidae 0.0020128
_00209_Phaethornis_superciliosus APODIFORMES Trochilidae 0.0020128
_00202_Topaza_pella APODIFORMES Trochilidae 0.0020168
_00202_Topaza_pyra APODIFORMES Trochilidae 0.0020128
_00203_Florisuga_fusca APODIFORMES Trochilidae 0.0021291
_00181_Aegotheles_cristatus APODIFORMES Aegothelidae 0.0024082
_00181_Aegotheles_insignis APODIFORMES Aegothelidae 0.0025658
_00158_Batrachostomus_septimus CAPRIMULGIFORMES Podargidae 0.0020128
_00156_Podargus_strigoides CAPRIMULGIFORMES Podargidae 0.0020128
_00160_Nyctibius_leucopterus CAPRIMULGIFORMES Nyctibiidae 0.0022487
_00160_Nyctibius_maculosus CAPRIMULGIFORMES Nyctibiidae 0.0021183
_00160_Nyctibius_griseus CAPRIMULGIFORMES Nyctibiidae 0.0021035
_00160_Nyctibius_jamaicensis CAPRIMULGIFORMES Nyctibiidae 0.0021676
_00160_Nyctibius_aethereus CAPRIMULGIFORMES Nyctibiidae 0.0020362
_00160_Nyctibius_grandis CAPRIMULGIFORMES Nyctibiidae 0.0026108
_00160_Nyctibius_bracteatus CAPRIMULGIFORMES Nyctibiidae 0.0020731
_00159_Steatornis_caripensis CAPRIMULGIFORMES Steatornithidae 0.0029192
_00171_Systellura_longirostris CAPRIMULGIFORMES Caprimulgidae 0.459945
_00180_Caprimulgus_europaeus CAPRIMULGIFORMES Caprimulgidae 0.0024008
_00164_Chordeiles_pusillus CAPRIMULGIFORMES Caprimulgidae 0.0020128
_00178_Antrostomus_carolinensis CAPRIMULGIFORMES Caprimulgidae 0.0024551
_00162_Lyncornis_macrotis CAPRIMULGIFORMES Caprimulgidae 0.0026143
_00161_Eurostopodus_mystacalis CAPRIMULGIFORMES Caprimulgidae 0.445198
_00318_Tauraco_macrorhynchus MUSOPHAGIFORMES Musophagidae 0.0020128
_00318_Tauraco_erythrolophus MUSOPHAGIFORMES Musophagidae 0.0022784
_00314_Corythaeola_cristata MUSOPHAGIFORMES Musophagidae 0.0021147
_00315_Crinifer_piscator MUSOPHAGIFORMES Musophagidae 0.461256
_00321_Ardeotis_kori OTIDIFORMES Otididae 0.305398
_00322_Chlamydotis_macqueenii OTIDIFORMES Otididae 0.349269
_00325_Lophotis_ruficrista OTIDIFORMES Otididae 0.0021263
_00362_Cuculus_canorus CUCULIFORMES Cuculidae 0.0023542
_00362_Cuculus_optatus CUCULIFORMES Cuculidae 0.0022197
_00346_Phaenicophaeus_curvirostris CUCULIFORMES Cuculidae 0.0026042
_00351_Coccyzus_americanus CUCULIFORMES Cuculidae 0.0020128
_00351_Coccyzus_melacoryphus CUCULIFORMES Cuculidae 0.0020128
_00338_Centropus_viridis CUCULIFORMES Cuculidae 0.0020568
_00338_Centropus_bengalensis CUCULIFORMES Cuculidae 0.0020723
_00340_Coua_cristata CUCULIFORMES Cuculidae 0.0020463
_00332_Crotophaga_sulcirostris CUCULIFORMES Cuculidae 0.0020263
_00333_Tapera_naevia CUCULIFORMES Cuculidae 0.0027488
_00336_Geococcyx_californianus CUCULIFORMES Cuculidae 0.0023069
_00386_Columbina_minuta COLUMBIFORMES Columbidae 0.0026155
_00386_Columbina_passerina COLUMBIFORMES Columbidae 0.0022019
_00394_Leptotila_rufaxilla COLUMBIFORMES Columbidae 0.0020128
_00392_Geotrygon_montana COLUMBIFORMES Columbidae 0.0029644
_00367_Columba_livia COLUMBIFORMES Columbidae 0.0021833
_00409_Ptilinopus_magnificus COLUMBIFORMES Columbidae 0.0027343
_00408_Treron_calvus COLUMBIFORMES Columbidae 0.0020128
_00408_Treron_vernans COLUMBIFORMES Columbidae 0.0020205
_00403_Goura_cristata COLUMBIFORMES Columbidae 0.0025584
_00403_Goura_scheepmakeri sclaterii COLUMBIFORMES_Columbidae 0.0028896
_00403_Goura_victoria COLUMBIFORMES Columbidae 0.0025893
_00403_Goura_scheepmakeri COLUMBIFORMES Columbidae 0.0020128
_00406_Didunculus_strigirostris COLUMBIFORMES Columbidae 0.793428
_00398_Caloenas_nicobarica COLUMBIFORMES Columbidae 0.793108
_00402_Otidiphaps_nobilis COLUMBIFORMES Columbidae 0.0027924
_00365_Syrrhaptes_paradoxus PTEROCLIFORMES Pteroclidae 0.0020128
_00366_Pterocles_gutturalis PTEROCLIFORMES Pteroclidae 0.0020128
_00366_Pterocles_bicinctus PTEROCLIFORMES Pteroclidae 0.0026191
_00366_Pterocles_namaqua PTEROCLIFORMES Pteroclidae 0.0027939
_00366_Pterocles_exustus PTEROCLIFORMES Pteroclidae 0.0024515
_00364_Monias_benschi MESITORNITHIFORMES Mesitornithidae 0.0020128
_00363_Mesitornis_unicolor MESITORNITHIFORMES Mesitornithidae 0.0024407
_00479_Phoenicopterus_ruber PHOENICOPTERIFORMES Phoenicopteridae 0.0024274
_00479_Phoenicopterus_chilensis PHOENICOPTERIFORMES Phoenicopteridae 0.0026477
_00477_Podiceps_cristatus PODICIPEDIFORMES Podicipedidae 0.0023397
_00477_Podiceps_auritus PODICIPEDIFORMES Podicipedidae 0.0026455
_00475_Rollandia_rolland PODICIPEDIFORMES Podicipedidae 0.002667
_00052_Anas_superciliosa ANSERIFORMES Anatidae 0.0020128
_00052_Anas_platyrhynchos ANSERIFORMES Anatidae 0.0020128
_00056_Aythya_americana ANSERIFORMES Anatidae 0.0028024
_00056_Aythya_valisineria ANSERIFORMES Anatidae 0.002843
_00070_Biziura_lobata ANSERIFORMES Anatidae 0.451223
_00022_Anser_albifrons ANSERIFORMES Anatidae 0.0020727
_00022_Anser_erythropus ANSERIFORMES Anatidae 0.879062
_00022_Anser_fabalis ANSERIFORMES Anatidae 0.532746
_00022_Anser_brachyrhynchus ANSERIFORMES Anatidae 0.0024872
_00022_Anser_serrirostris ANSERIFORMES Anatidae 0.0020128
_00022_Anser_cygnoides ANSERIFORMES Anatidae 0.0029634
_00022_Anser_anser ANSERIFORMES Anatidae 0.0028039
_00022_Anser_canagicus ANSERIFORMES Anatidae 0.0028061
_00022_Anser_caerulescens ANSERIFORMES Anatidae 0.0020128
_00022_Anser_rossii ANSERIFORMES Anatidae 0.0022115
_00022_Anser_indicus ANSERIFORMES Anatidae 0.0021726
_00021_Branta_ruficollis ANSERIFORMES Anatidae 0.0022335
_00021_Branta_hutchinsii ANSERIFORMES Anatidae 0.0020128
_00021_Branta_leucopsis ANSERIFORMES Anatidae 0.0020128
_00021_Branta_canadensis ANSERIFORMES Anatidae 0.0029325
_00021_Branta_sandvicensis ANSERIFORMES Anatidae 0.0020128
_00021_Branta_bernicla ANSERIFORMES Anatidae 0.0025027
_00037_Malacorhynchus_membranaceus ANSERIFORMES Anatidae 0.0023888
_00069_Oxyura_jamaicensis ANSERIFORMES Anatidae 0.0021704
_00018_Dendrocygna_viduata ANSERIFORMES Anatidae 0.0025691
_00017_00022_Anseranas_semipalmata ANSERIFORMES Anseranatidae 0.0025396
_00016_Chauna_torquata ANSERIFORMES Anhimidae 0.0020026
_00112_Lagopus_muta GALLIFORMES Phasianidae 0.0027448
_00106_Falcipennis_canadensis GALLIFORMES Phasianidae 0.0021828
_00107_Tetrao_urogallus GALLIFORMES Phasianidae 0.0022736
_00108_Lyrurus_mlokosiewiczi GALLIFORMES Phasianidae 0.0029588
_00106_Falcipennis_falcipennis GALLIFORMES Phasianidae 0.0025973
_00111_Tympanuchus_phasianellus GALLIFORMES Phasianidae 0.0020128
_00111_Tympanuchus_cupido GALLIFORMES Phasianidae 0.0020128
_00110_Dendragapus_fuliginosus GALLIFORMES Phasianidae 0.0022926
_00109_Centrocercus_urophasianus GALLIFORMES Phasianidae 0.0026598
_00109_Centrocercus_minimus GALLIFORMES Phasianidae 0.0020108
_00105_Tetrastes_bonasia GALLIFORMES Phasianidae 0.430508
_00104_Bonasa_umbellus GALLIFORMES Phasianidae 0.0025888
_00103_Meleagris_gallopavo GALLIFORMES Phasianidae 0.002857
_00103_Meleagris_ocellata GALLIFORMES Phasianidae 0.0021713
_00142_Pucrasia_macrolopha GALLIFORMES Phasianidae 0.818943
_00146_Crossoptilon_auritum GALLIFORMES Phasianidae 0.0020128
_00146_Crossoptilon_crossoptilon GALLIFORMES Phasianidae 0.0020128
_00147_Catreus_wallichii GALLIFORMES Phasianidae 0.002041
_00145_Lophura_nycthemera GALLIFORMES Phasianidae 0.0020128
_00145_Lophura_leucomelanos GALLIFORMES Phasianidae 0.0020128
_00145_Lophura_inornata GALLIFORMES Phasianidae 1.41167
_00145_Lophura_ignita GALLIFORMES Phasianidae 0.002316
_00145_Lophura_diardi GALLIFORMES Phasianidae 0.0020065
_00145_Lophura_swinhoii GALLIFORMES Phasianidae 0.0021015
_00145_Lophura_edwardsi GALLIFORMES Phasianidae 0.0025222
_00149_Phasianus_colchicus GALLIFORMES Phasianidae 0.0023233
_00150_Chrysolophus_pictus GALLIFORMES Phasianidae 0.0020128
_00150_Chrysolophus_amherstiae GALLIFORMES Phasianidae 0.0020128
_00148_Syrmaticus_soemmerringii GALLIFORMES Phasianidae 0.0022023
_00148_Syrmaticus_reevesii GALLIFORMES Phasianidae 0.0026535
_00148_Syrmaticus_ellioti GALLIFORMES Phasianidae 0.0027844
_00148_Syrmaticus_humiae GALLIFORMES Phasianidae 0.0020128
_00148_Syrmaticus_mikado GALLIFORMES Phasianidae 0.0023427
_00123_Perdix_perdix GALLIFORMES Phasianidae 0.0020128
_00123_Perdix_dauurica GALLIFORMES Phasianidae 0.0020128
_00124_Rhizothera_longirostris GALLIFORMES Phasianidae 1.30705
_00141_Tragopan_satyra GALLIFORMES Phasianidae 0.939254
_00141_Tragopan_blythii GALLIFORMES Phasianidae 0.0026804
_00141_Tragopan_temminckii GALLIFORMES Phasianidae 0.444455
_00141_Tragopan_caboti GALLIFORMES Phasianidae 0.0022273
_00107_00114_Tetraophasis_obscurus GALLIFORMES Phasianidae 0.0020128
_00143_Lophophorus_impejanus GALLIFORMES Phasianidae 0.0020517
_00140_Ithaginis_cruentus GALLIFORMES Phasianidae 0.0022032
_00113_Lerwa_lerwa GALLIFORMES Phasianidae 0.0024098
_00144_Gallus_varius GALLIFORMES Phasianidae 0.0017711
_00144_Gallus_sonneratii GALLIFORMES Phasianidae 0.472485
_00144_Gallus_lafayettii GALLIFORMES Phasianidae 0.002267
_00144_Gallus_gallus GALLIFORMES Phasianidae 1.4732
_00138_Bambusicola_thoracicus GALLIFORMES Phasianidae 0.0020128
_00120_Scleroptila_afra GALLIFORMES Phasianidae 0.0026763
_00118_Francolinus_francolinus GALLIFORMES Phasianidae 0.469
_00127_Coturnix_japonica GALLIFORMES Phasianidae 0.0024369
_00127_Coturnix_coturnix GALLIFORMES Phasianidae 0.0025814
_00127_Coturnix_pectoralis GALLIFORMES Phasianidae 0.0027958
_00127_Coturnix_delegorguei GALLIFORMES Phasianidae 0.0025514
_00127_Coturnix_coromandelica GALLIFORMES Phasianidae 1.9578
_00125_Margaroperdix_madagarensis GALLIFORMES Phasianidae 0.0024889
_00127_Coturnix_ypsilophora GALLIFORMES Phasianidae 0.493354
_00129_Anurophasis_monorthonyx GALLIFORMES Phasianidae 3.28436
_00128_Excalfactoria_chinensis GALLIFORMES Phasianidae 0.489509
_00128_Excalfactoria_adansonii GALLIFORMES Phasianidae 0.0026294
_00117_Ammoperdix_heyi GALLIFORMES Phasianidae 1.52851
_00116_Alectoris_chukar GALLIFORMES Phasianidae 0.0028181
_00116_Alectoris_rufa GALLIFORMES Phasianidae 0.0023989
_00122_Pternistis_bicalcaratus GALLIFORMES Phasianidae 0.002652
_00122_Pternistis_afer GALLIFORMES Phasianidae 0.0022229
_00122_Pternistis_leucoscepus GALLIFORMES Phasianidae 0.940562
_00122_Pternistis_swainsonii GALLIFORMES Phasianidae 0.002781
_00122_Pternistis_ahantensis GALLIFORMES Phasianidae 0.0022709
_00130_Perdicula_erythrorhyncha GALLIFORMES Phasianidae 0.639827
_00107_00115_Tetraogallus_altaicus GALLIFORMES Phasianidae 0.0023804
_00107_00115_Tetraogallus_himalayensis GALLIFORMES Phasianidae 0.0024235
_00151_Polyplectron_inopinatum GALLIFORMES Phasianidae 0.865505
_00151_Polyplectron_chalcurum GALLIFORMES Phasianidae 0.0026385
_00151_Polyplectron_bicalcaratum GALLIFORMES Phasianidae 0.0020959
_00151_Polyplectron_germaini GALLIFORMES Phasianidae 0.0022745
_00151_Polyplectron_malacense GALLIFORMES Phasianidae 0.0022033
_00151_Polyplectron_napoleonis GALLIFORMES Phasianidae 0.0027638
_00139_Galloperdix_spadicea GALLIFORMES Phasianidae 0.0022187
_00136_Haematortyx_sanguiniceps GALLIFORMES Phasianidae 0.0020991
_00133_Arborophila_charltonii GALLIFORMES Phasianidae 0.0020128
_00133_Arborophila_chloropus GALLIFORMES Phasianidae 0.0020128
_00153_Argusianus_argus GALLIFORMES Phasianidae 0.0028197
_00152_Rheinardia_ocellata GALLIFORMES Phasianidae 0.0020128
_00154_Pavo_cristatus GALLIFORMES Phasianidae 0.0020128
_00154_Pavo_muticus GALLIFORMES Phasianidae 0.0020128
_00155_Afropavo_congensis GALLIFORMES Phasianidae 0.0020581
_00133_Arborophila_torqueola GALLIFORMES Phasianidae 0.0024694
_00133_Arborophila_rufogularis GALLIFORMES Phasianidae 0.0021932
_00137_Rollulus_rouloul GALLIFORMES Phasianidae 0.0020129
_00126_Melanoperdix_niger GALLIFORMES Phasianidae 0.0022835
_00135_Caloperdix_oculeus GALLIFORMES Phasianidae 0.0025955
_00096_Callipepla_californica GALLIFORMES Odontophoridae 0.0022657
_00098_Colinus_virginianus GALLIFORMES Odontophoridae 0.0020128
_00098_Colinus_cristatus GALLIFORMES Odontophoridae 0.0020128
_00095_Oreortyx_pictus GALLIFORMES Odontophoridae 0.0025131
_00101_Cyrtonyx_montezumae GALLIFORMES Odontophoridae 0.0023922
_00099_Odontophorus_gujanensis GALLIFORMES Odontophoridae 0.0020682
_00100_Dactylortyx_thoracicus GALLIFORMES Odontophoridae 0.0339292
_00102_Rhynchortyx_cinctus GALLIFORMES Odontophoridae 0.0021898
_00093_Ptilopachus_petrosus GALLIFORMES Odontophoridae 0.0021123
_00091_Guttera_pucherani GALLIFORMES Numididae 0.0020128
_00092_Acryllium_vulturinum GALLIFORMES Numididae 0.0020128
_00090_Numida_meleagris GALLIFORMES Numididae 0.0026868
_00086_Mitu_salvini GALLIFORMES Cracidae 0.0027111
_00085_Nothocrax_urumutum GALLIFORMES Cracidae 0.939957
_00087_Pauxi_pauxi GALLIFORMES Cracidae 0.0027846
_00088_Crax_rubra GALLIFORMES Cracidae 0.0029506
_00088_Crax_daubentoni GALLIFORMES Cracidae 0.0028066
_00088_Crax_alector GALLIFORMES Cracidae 0.0020128
_00088_Crax_globulosa GALLIFORMES Cracidae 0.0020128
_00078_Ortalis_vetula GALLIFORMES Cracidae 0.0028289
_00078_Ortalis_motmot GALLIFORMES Cracidae 0.0027794
_00084_Oreophasis_derbianus GALLIFORMES Cracidae 0.0028164
_00080_Pipile_jacutinga GALLIFORMES Cracidae 0.94057
_00080_Pipile_cumanensis GALLIFORMES Cracidae 0.0021182
_00081_Aburria_aburri GALLIFORMES Cracidae 0.0023069
_00079_Penelope_pileata GALLIFORMES Cracidae 0.0026234
_00082_Chamaepetes_goudotii GALLIFORMES Cracidae 0.0020363
_00083_Penelopina_nigra GALLIFORMES Cracidae 0.0029424
_00077_Megapodius_eremita GALLIFORMES Megapodiidae 0.0023647
_00077_Megapodius_layardi GALLIFORMES Megapodiidae 0.0029098
_00074_Leipoa_ocellata GALLIFORMES Megapodiidae 0.0020208
_00071_Alectura_lathami GALLIFORMES Megapodiidae 0.0021195
